statistic,total,se_total,mean,se_mean
cv_elpd,-2926.2273857812606,208.392599666757,-31.806819410665877,2.2651369528995327
naive_lpd,-2619.1258606267875,197.98138043879482,-28.468759354638994,2.1519715265086394
p_eff,307.1015251544728,46.71100825407568,3.3380600560268787,0.5077283505877791
