parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,lower,upper
beta0,-2.143121870352255,0.0587166088820556,0.0007634657354606369,5936.896781571079,7744.385795612808,1.0009202355283555,32.024342492036006,-2.2615291277747858,-2.0327267380225007
beta[1],2.438124152645778,0.08647308170918776,0.0011129757383366132,6043.150569175729,8613.464145798545,1.000909601787448,32.59748833076607,2.2686620954870964,2.6072992137491102
beta[2],1.4186866074280078,0.08901021387176894,0.0011427155583520758,6074.2802914033555,8418.007788309442,1.001714506709662,32.7654058342999,1.2517254377275604,1.6012155761602425
beta[3],1.2008149205201957,0.12965466002420836,0.0016513579562338746,6164.731422830119,8227.225583609863,1.0015703481788498,33.25331022579857,0.9571630493639083,1.4606381564953532
pdd,0.10510357596989349,0.005517429367049452,7.145347568487961e-5,5936.896781571079,7744.385795612808,1.0009202355283555,,0.09435961491549924,0.11580941801696597
pdc,0.32659064028091345,0.014814118143283716,0.00013849357991907533,11453.851122028349,11671.701765946045,1.0008087011488276,,0.29720735252276276,0.3551992491721238
pcd,0.573146053338089,0.015728913958136515,0.0001383318907222367,12918.357802553472,12226.565727963038,1.0000537584049216,,0.543108657059474,0.6042892736941011
pcc,0.9484499866458652,0.00344669239950276,2.6540590578444404e-5,16945.24844682302,13601.036443454275,1.0002578054045967,,0.9416820606907559,0.9551449113078322
