statistic,total,se_total,mean,se_mean
cv_elpd,-3716.5629306061364,199.03825437642536,-38.71419719381392,2.0733151497544307
naive_lpd,-3582.897345937209,195.91265552422993,-37.321847353512595,2.040756828377395
p_eff,133.66558466892786,21.664514348895505,1.392349840301332,0.22567202446766152
