statistic,total,se_total,mean,se_mean
cv_elpd,-2805.9084296446904,204.7177171859448,-30.499004670050983,2.2251925781080955
naive_lpd,-2728.875731767471,201.97875567588875,-29.661692736602944,2.195421257346617
p_eff,77.03269787721825,19.494464450740818,0.8373119334480245,0.2118963527254437
