statistic,total,se_total,mean,se_mean
cv_elpd,-3155.011071984738,233.9061505548251,-34.29359860852976,2.542458158204621
naive_lpd,-3121.948362298279,231.18701328825023,-33.93422132932912,2.512902318350546
p_eff,33.062709686460344,6.831637806774204,0.35937727920065593,0.0742569326823283
