statistic,total,se_total,mean,se_mean
cv_elpd,-4393.471135301126,216.41792621688273,-45.765324326053396,2.2543533980925283
naive_lpd,-4362.555740763635,214.62258050612894,-45.44328896628787,2.2356518802721763
p_eff,30.915394537491466,3.495227702914221,0.3220353597655361,0.036408621905356466
