statistic,total,se_total,mean,se_mean
cv_elpd,-3826.6294761554063,204.75268183041052,-39.86072370995215,2.132840435733443
naive_lpd,-3617.9875493174977,195.49179210655802,-37.6873703053906,2.0363728344433127
p_eff,208.6419268379081,36.31201744548728,2.1733534045615426,0.3782501817238258
