statistic,total,se_total,mean,se_mean
cv_elpd,-2069.499652657843,175.69016323665815,-22.494561441933076,1.9096756873549798
naive_lpd,-2026.3719418988821,170.90498924044056,-22.025781977161763,1.8576629265265276
p_eff,43.12771075896191,11.049962674912212,0.4687794647713251,0.12010828994469795
