statistic,total,se_total,mean,se_mean
cv_elpd,-2800.276719209283,206.2980730151293,-30.437790426187856,2.242370358860101
naive_lpd,-2749.4059793617585,202.68566876148404,-29.884847601758246,2.2031050952335223
p_eff,50.870739847524916,9.20870559813476,0.5529428244296186,0.10009462606668217
