statistic,total,se_total,mean,se_mean
cv_elpd,-2798.7066358724865,205.90603450013475,-30.42072430296181,2.2381090706536386
naive_lpd,-2750.3494854534915,202.42245607331998,-29.895103102755343,2.200244087753478
p_eff,48.35715041899375,9.068522703116221,0.5256212002064538,0.09857089894691544
