statistic,total,se_total,mean,se_mean
cv_elpd,-4012.502056042591,213.851044940174,-41.796896417110325,2.227615051460146
naive_lpd,-3972.342584059993,212.27059432908294,-41.37856858395826,2.2111520242612808
p_eff,40.1594719825971,3.7128308542147597,0.4183278331520531,0.038675321398070416
