statistic,total,se_total,mean,se_mean
cv_elpd,-4052.773933153985,215.3738292801537,-42.216395137020676,2.2434773883349344
naive_lpd,-3810.091956009386,207.07269481768333,-39.688457875097775,2.1570072376842013
p_eff,242.68197714459882,35.914118466986636,2.5279372619229044,0.3741054006977774
