statistic,total,se_total,mean,se_mean
cv_elpd,-2766.1892379317537,208.0969390323461,-30.06727432534515,2.2619232503515883
naive_lpd,-2737.5241048915495,205.90677427320512,-29.755696792299453,2.238117111665273
p_eff,28.665133040205085,3.4814639701181944,0.31157753304570746,0.03784199967519777
