statistic,total,se_total,mean,se_mean
cv_elpd,-2069.0247472396836,175.65121836168777,-22.4893994265183,1.9092523734966063
naive_lpd,-2025.5517026031548,170.8642423384169,-22.016866332642987,1.8572200254175748
p_eff,43.473044636528286,11.163421540613609,0.47253309387530745,0.12134153848493053
