statistic,total,se_total,mean,se_mean
cv_elpd,-2765.6999805729083,208.20308446653507,-30.06195631057509,2.2630770050710334
naive_lpd,-2738.1982182824568,205.99003481361714,-29.763024111765834,2.239022117539317
p_eff,27.50176229045152,3.398121434241741,0.29893219880925564,0.03693610254610588
