statistic,total,se_total,mean,se_mean
cv_elpd,-2857.7806571018045,205.6219248746132,-31.062833229367442,2.2350209225501434
naive_lpd,-2647.3238653822905,197.85927957260265,-28.775259406329244,2.1506443431804634
p_eff,210.45679171951397,38.124014767818494,2.2875738230381955,0.4143914648675923
