statistic,total,se_total,mean,se_mean
cv_elpd,-4143.050947810216,218.10236926728902,-43.156780706356415,2.271899679867594
naive_lpd,-3788.9878922963817,207.92497402302337,-39.46862387808731,2.16588514607316
p_eff,354.06305551383406,38.413795030664744,3.6881568282691046,0.4001436982360911
