statistic,total,se_total,mean,se_mean
cv_elpd,-4393.523695725891,216.1625536834958,-45.765871830478034,2.2516932675364143
naive_lpd,-4362.501415219076,214.39396353997643,-45.44272307519871,2.233270453541421
p_eff,31.022280506814504,3.5352520346412186,0.32314875527931775,0.036825542027512696
