statistic,total,se_total,mean,se_mean
cv_elpd,-3847.4154951658256,209.5702448831549,-40.077244741310686,2.1830233841995303
naive_lpd,-3817.922669862809,207.8368312505567,-39.770027811070925,2.1649669921932992
p_eff,29.492825303017106,2.9070983874131096,0.30721693023976154,0.030282274868886558
