statistic,total,se_total,mean,se_mean
cv_elpd,-3847.7905096530358,211.89564511628714,-40.08115114221912,2.207246303294658
naive_lpd,-3816.1375702702335,210.07843008747457,-39.75143302364827,2.18831698007786
p_eff,31.65293938280184,3.1288376493051087,0.3297181185708525,0.032592058846928215
