round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;context;prev;prev_player;prev_opp
46;s11n9usuario2;D;s11n9usuario10;D;1;114.019.989.967;1115;rand;s11n9;CDD;CD;C;D
47;s11n9usuario2;D;s11n9usuario5;D;1;8.531.999.588.010.000;824;rand;s11n9;DDD;DD;D;D
48;s11n9usuario2;D;s11n9usuario7;C;4;206.960.010.529;2043;rand;s11n9;DDD;DD;D;D
49;s11n9usuario2;D;s11n9usuario1;D;1;722.200.155.258;695;rand;s11n9;DCD;DC;D;C
50;s11n9usuario2;D;s11n9usuario3;D;1;7.304.000.854.489.990;706;rand;s11n9;DDD;DD;D;D
51;s11n9usuario2;D;s11n9usuario10;D;1;141.240.000.725;1384;rand;s11n9;DDD;DD;D;D
52;s11n9usuario2;D;s11n9usuario8;C;4;107.279.992.104;1044;rand;s11n9;DDD;DD;D;D
53;s11n9usuario2;D;s11n9usuario8;D;1;7.773.001.194;749;rand;s11n9;DCD;DC;D;C
54;s11n9usuario2;D;s11n9usuario10;D;1;744.899.988.174;717;rand;s11n9;DDD;DD;D;D
55;s11n9usuario2;D;s11n9usuario4;D;1;95.409.989.357;928;rand;s11n9;DDD;DD;D;D
56;s11n9usuario2;D;s11n9usuario7;D;1;106.710.004.807;1041;rand;s11n9;DDD;DD;D;D
57;s11n9usuario2;D;s11n9usuario5;D;1;99.730.014.801;968;rand;s11n9;DDD;DD;D;D
58;s11n9usuario2;D;s11n9usuario8;D;1;119.550.013.542;1165;rand;s11n9;DDD;DD;D;D
59;s11n9usuario2;D;s11n9usuario1;D;1;739.300.012.589;711;rand;s11n9;DDD;DD;D;D
60;s11n9usuario2;D;s11n9usuario5;D;1;593.400.001.526;565;rand;s11n9;DDD;DD;D;D
61;s11n9usuario2;C;s11n9usuario3;D;0;165.400.004.387;1627;rand;s11n9;DDC;DD;D;D
62;s11n9usuario2;C;s11n9usuario6;C;3;115.580.010.414;1129;rand;s11n9;CDC;CD;C;D
63;s11n9usuario2;C;s11n9usuario7;D;0;800.800.085.068;775;rand;s11n9;CCC;CC;C;C
64;s11n9usuario2;C;s11n9usuario1;D;0;813.499.927.521;784;rand;s11n9;CDC;CD;C;D
65;s11n9usuario2;C;s11n9usuario7;C;3;743.099.927.902;714;rand;s11n9;CDC;CD;C;D
66;s11n9usuario2;C;s11n9usuario8;D;0;8.220.999.240.880.000;792;rand;s11n9;CCC;CC;C;C
67;s11n9usuario2;C;s11n9usuario6;C;3;7.788.000.106.810.000;728;rand;s11n9;CDC;CD;C;D
68;s11n9usuario2;D;s11n9usuario8;C;4;324.969.983.101;3223;rand;s11n9;CCD;CC;C;C
69;s11n9usuario2;D;s11n9usuario7;C;4;119.779.992.104;1173;rand;s11n9;DCD;DC;D;C
70;s11n9usuario2;D;s11n9usuario8;D;1;885.599.851.608;860;rand;s11n9;DCD;DC;D;C
71;s11n9usuario2;D;s11n9usuario3;D;1;106.529.998.779;1039;rand;s11n9;DDD;DD;D;D
72;s11n9usuario2;D;s11n9usuario3;D;1;792.500.019.073;767;rand;s11n9;DDD;DD;D;D
73;s11n9usuario2;D;s11n9usuario9;D;1;139.809.989.929;1379;rand;s11n9;DDD;DD;D;D
74;s11n9usuario2;D;s11n9usuario9;D;1;6.387.999.057.769.990;608;rand;s11n9;DDD;DD;D;D
75;s11n9usuario2;D;s11n9usuario9;D;1;85.890.007.019;837;rand;s11n9;DDD;DD;D;D
76;s11n9usuario2;D;s11n9usuario5;D;1;803.399.801.254;776;rand;s11n9;DDD;DD;D;D
77;s11n9usuario2;D;s11n9usuario5;D;1;736.299.991.608;713;rand;s11n9;DDD;DD;D;D
78;s11n9usuario2;D;s11n9usuario8;D;1;7.274.999.618.530.000;702;rand;s11n9;DDD;DD;D;D
79;s11n9usuario2;D;s11n9usuario4;C;4;250.900.006.294;2480;rand;s11n9;DDD;DD;D;D
80;s11n9usuario2;D;s11n9usuario5;D;1;110.360.002.518;1076;rand;s11n9;DCD;DC;D;C
81;s11n9usuario2;D;s11n9usuario7;D;1;670.199.871.063;642;rand;s11n9;DDD;DD;D;D
82;s11n9usuario2;D;s11n9usuario5;D;1;129.399.991.035;1270;rand;s11n9;DDD;DD;D;D
83;s11n9usuario2;D;s11n9usuario9;D;1;255.290.007.591;2493;rand;s11n9;DDD;DD;D;D
84;s11n9usuario2;D;s11n9usuario3;D;1;112.549.996.376;1099;rand;s11n9;DDD;DD;D;D
85;s11n9usuario2;D;s11n9usuario3;D;1;108.500.003.815;1061;rand;s11n9;DDD;DD;D;D
86;s11n9usuario2;D;s11n9usuario9;D;1;662.500.143.051;634;rand;s11n9;DDD;DD;D;D
87;s11n9usuario2;C;s11n9usuario10;D;0;133.119.988.441;1306;rand;s11n9;DDC;DD;D;D
88;s11n9usuario2;C;s11n9usuario9;D;0;151.609.992.981;1497;rand;s11n9;CDC;CD;C;D
89;s11n9usuario2;C;s11n9usuario3;C;3;7.063.999.176.030.000;681;rand;s11n9;CDC;CD;C;D
90;s11n9usuario2;C;s11n9usuario9;D;0;125.789.999.962;1234;rand;s11n9;CCC;CC;C;C
91;s11n9usuario2;C;s11n9usuario10;D;0;8.805.000.782.010.000;853;rand;s11n9;CDC;CD;C;D
92;s11n9usuario2;C;s11n9usuario5;D;0;73.609.995.842;711;rand;s11n9;CDC;CD;C;D
93;s11n9usuario2;C;s11n9usuario5;D;0;759.000.062.943;735;rand;s11n9;CDC;CD;C;D
94;s11n9usuario2;C;s11n9usuario1;D;0;925.199.985.504;906;rand;s11n9;CDC;CD;C;D
95;s11n9usuario2;D;s11n9usuario9;D;1;127.920.007.706;1250;rand;s11n9;CDD;CD;C;D
96;s11n9usuario2;D;s11n9usuario1;D;1;7.411.000.728.610.000;714;rand;s11n9;DDD;DD;D;D
97;s11n9usuario2;D;s11n9usuario7;D;1;686.200.141.907;629;rand;s11n9;DDD;DD;D;D
98;s11n9usuario2;D;s11n9usuario3;D;1;93.480.014.801;907;rand;s11n9;DDD;DD;D;D
99;s11n9usuario2;D;s11n9usuario6;D;1;699.700.117.111;673;rand;s11n9;DDD;DD;D;D
100;s11n9usuario2;D;s11n9usuario7;C;4;127.460.002.899;1248;rand;s11n9;DDD;DD;D;D
1;s11n9usuario3;D;s11n9usuario5;D;1;316.119.980.812;3134;rand;s11n9;--;--;;
2;s11n9usuario3;C;s11n9usuario7;C;3;315.960.001.945;3132;rand;s11n9;DDC;DD;D;D
3;s11n9usuario3;D;s11n9usuario9;D;1;27.460.000.515;2725;rand;s11n9;CCD;CC;C;C
4;s11n9usuario3;C;s11n9usuario2;D;0;327.819.991.112;3255;rand;s11n9;DDC;DD;D;D
5;s11n9usuario3;D;s11n9usuario9;D;1;304.920.005.798;3024;rand;s11n9;CDD;CD;C;D
6;s11n9usuario3;C;s11n9usuario1;C;3;209.789.991.379;2071;rand;s11n9;DDC;DD;D;D
7;s11n9usuario3;D;s11n9usuario4;D;1;30.529.999.733.000.000;3035;rand;s11n9;CCD;CC;C;C
8;s11n9usuario3;D;s11n9usuario6;D;1;289.079.999.924;2867;rand;s11n9;DDD;DD;D;D
9;s11n9usuario3;D;s11n9usuario1;D;1;228.710.007.668;2258;rand;s11n9;DDD;DD;D;D
10;s11n9usuario3;C;s11n9usuario4;D;0;231.070.017.815;2292;rand;s11n9;DDC;DD;D;D
11;s11n9usuario3;D;s11n9usuario7;D;1;193.780.016.899;1914;rand;s11n9;CDD;CD;C;D
12;s11n9usuario3;D;s11n9usuario10;D;1;231.299.996.376;2253;rand;s11n9;DDD;DD;D;D
13;s11n9usuario3;C;s11n9usuario10;D;0;155.739.998.817;1533;rand;s11n9;DDC;DD;D;D
14;s11n9usuario3;C;s11n9usuario6;C;3;174.410.009.384;1717;rand;s11n9;CDC;CD;C;D
15;s11n9usuario3;D;s11n9usuario2;D;1;197.550.001.144;19692;rand;s11n9;CCD;CC;C;C
16;s11n9usuario3;D;s11n9usuario4;D;1;257.154.998.779;25681;rand;s11n9;DDD;DD;D;D
17;s11n9usuario3;C;s11n9usuario1;D;0;186.379.981.041;1832;rand;s11n9;DDC;DD;D;D
18;s11n9usuario3;D;s11n9usuario6;D;1;273.350.000.381;2713;rand;s11n9;CDD;CD;C;D
19;s11n9usuario3;D;s11n9usuario10;D;1;221.779.990.196;2199;rand;s11n9;DDD;DD;D;D
20;s11n9usuario3;D;s11n9usuario5;D;1;164.810.013.771;1616;rand;s11n9;DDD;DD;D;D
21;s11n9usuario3;C;s11n9usuario2;D;0;193.560.004.234;1910;rand;s11n9;DDC;DD;D;D
22;s11n9usuario3;D;s11n9usuario4;C;4;180.660.009.384;1779;rand;s11n9;CDD;CD;C;D
23;s11n9usuario3;D;s11n9usuario8;C;4;307.540.011.406;3025;rand;s11n9;DCD;DC;D;C
24;s11n9usuario3;D;s11n9usuario5;D;1;267.289.996.147;2646;rand;s11n9;DCD;DC;D;C
25;s11n9usuario3;C;s11n9usuario1;D;0;144.580.006.599;1420;rand;s11n9;DDC;DD;D;D
26;s11n9usuario3;D;s11n9usuario4;C;4;135.479.998.589;1329;rand;s11n9;CDD;CD;C;D
27;s11n9usuario3;D;s11n9usuario4;C;4;16.999.001.503;1674;rand;s11n9;DCD;DC;D;C
28;s11n9usuario3;D;s11n9usuario6;C;4;160.430.002.213;1580;rand;s11n9;DCD;DC;D;C
29;s11n9usuario3;D;s11n9usuario9;D;1;119.009.995.461;1164;rand;s11n9;DCD;DC;D;C
30;s11n9usuario3;D;s11n9usuario10;D;1;13.111.000.061;1286;rand;s11n9;DDD;DD;D;D
31;s11n9usuario3;D;s11n9usuario2;D;1;109.899.997.711;1070;rand;s11n9;DDD;DD;D;D
32;s11n9usuario3;C;s11n9usuario8;D;0;156.990.003.586;1544;rand;s11n9;DDC;DD;D;D
33;s11n9usuario3;D;s11n9usuario1;C;4;135.790.014.267;1330;rand;s11n9;CDD;CD;C;D
34;s11n9usuario3;D;s11n9usuario1;C;4;162.989.997.864;1598;rand;s11n9;DCD;DC;D;C
35;s11n9usuario3;D;s11n9usuario2;D;1;126.729.989.052;1241;rand;s11n9;DCD;DC;D;C
36;s11n9usuario3;C;s11n9usuario2;D;0;113.390.016.556;1103;rand;s11n9;DDC;DD;D;D
37;s11n9usuario3;D;s11n9usuario10;D;1;202.600.002.289;2002;rand;s11n9;CDD;CD;C;D
38;s11n9usuario3;D;s11n9usuario8;D;1;20.595.998.764;2032;rand;s11n9;DDD;DD;D;D
39;s11n9usuario3;C;s11n9usuario2;D;0;192.160.010.338;1895;rand;s11n9;DDC;DD;D;D
40;s11n9usuario3;D;s11n9usuario9;D;1;164.240.002.632;1613;rand;s11n9;CDD;CD;C;D
41;s11n9usuario3;D;s11n9usuario2;D;1;179.390.001.297;1776;rand;s11n9;DDD;DD;D;D
42;s11n9usuario3;C;s11n9usuario5;D;0;174.019.980.431;1712;rand;s11n9;DDC;DD;D;D
43;s11n9usuario3;D;s11n9usuario9;D;1;1625.0;1602;rand;s11n9;CDD;CD;C;D
44;s11n9usuario3;C;s11n9usuario8;D;0;170.630.002.022;1680;rand;s11n9;DDC;DD;D;D
45;s11n9usuario3;D;s11n9usuario7;D;1;163.800.001.144;1611;rand;s11n9;CDD;CD;C;D
46;s11n9usuario3;D;s11n9usuario5;D;1;103.293.001.652;10298;rand;s11n9;DDD;DD;D;D
47;s11n9usuario3;C;s11n9usuario1;D;0;136.779.999.733;1338;rand;s11n9;DDC;DD;D;D
48;s11n9usuario3;D;s11n9usuario9;D;1;169.780.015.945;1671;rand;s11n9;CDD;CD;C;D
49;s11n9usuario3;D;s11n9usuario8;C;4;115.389.990.807;1127;rand;s11n9;DDD;DD;D;D
50;s11n9usuario3;D;s11n9usuario2;D;1;158.210.015.297;1557;rand;s11n9;DCD;DC;D;C
51;s11n9usuario3;D;s11n9usuario4;D;1;10.803.000.927;1051;rand;s11n9;DDD;DD;D;D
52;s11n9usuario3;C;s11n9usuario10;D;0;154.809.999.466;1523;rand;s11n9;DDC;DD;D;D
53;s11n9usuario3;D;s11n9usuario5;D;1;162.000.012.398;1592;rand;s11n9;CDD;CD;C;D
54;s11n9usuario3;D;s11n9usuario4;D;1;115.100.002.289;1120;rand;s11n9;DDD;DD;D;D
55;s11n9usuario3;C;s11n9usuario8;C;3;100.489.997.864;980;rand;s11n9;DDC;DD;D;D
56;s11n9usuario3;D;s11n9usuario4;D;1;15.773.999.691;1546;rand;s11n9;CCD;CC;C;C
57;s11n9usuario3;C;s11n9usuario10;D;0;121.580.004.692;1193;rand;s11n9;DDC;DD;D;D
58;s11n9usuario3;D;s11n9usuario4;D;1;10.813.999.176;1056;rand;s11n9;CDD;CD;C;D
59;s11n9usuario3;D;s11n9usuario6;D;1;8.234.999.179.839.990;798;rand;s11n9;DDD;DD;D;D
60;s11n9usuario3;D;s11n9usuario8;C;4;630.100.011.826;605;rand;s11n9;DDD;DD;D;D
61;s11n9usuario3;D;s11n9usuario2;C;4;224.119.997.025;2223;rand;s11n9;DCD;DC;D;C
62;s11n9usuario3;D;s11n9usuario7;D;1;133.789.992.332;1314;rand;s11n9;DCD;DC;D;C
63;s11n9usuario3;C;s11n9usuario5;D;0;167.460.012.436;1658;rand;s11n9;DDC;DD;D;D
64;s11n9usuario3;D;s11n9usuario4;C;4;111.820.006.371;1092;rand;s11n9;CDD;CD;C;D
65;s11n9usuario3;D;s11n9usuario1;D;1;13.476.998.806;1321;rand;s11n9;DCD;DC;D;C
66;s11n9usuario3;C;s11n9usuario9;D;0;132.760.000.229;1264;rand;s11n9;DDC;DD;D;D
67;s11n9usuario3;D;s11n9usuario5;D;1;166.589.999.199;1640;rand;s11n9;CDD;CD;C;D
68;s11n9usuario3;C;s11n9usuario7;C;3;140.050.005.913;1378;rand;s11n9;DDC;DD;D;D
69;s11n9usuario3;D;s11n9usuario6;D;1;14.835.999.012;1458;rand;s11n9;CCD;CC;C;C
70;s11n9usuario3;C;s11n9usuario1;D;0;109.300.017.357;1069;rand;s11n9;DDC;DD;D;D
71;s11n9usuario3;D;s11n9usuario2;D;1;127.629.995.346;1259;rand;s11n9;CDD;CD;C;D
72;s11n9usuario3;D;s11n9usuario2;D;1;902.400.016.785;874;rand;s11n9;DDD;DD;D;D
73;s11n9usuario3;D;s11n9usuario8;D;1;7.836.999.893.189.990;764;rand;s11n9;DDD;DD;D;D
74;s11n9usuario3;D;s11n9usuario10;D;1;661.999.940.872;635;rand;s11n9;DDD;DD;D;D
75;s11n9usuario3;C;s11n9usuario6;C;3;104.859.995.842;1023;rand;s11n9;DDC;DD;D;D
76;s11n9usuario3;D;s11n9usuario8;D;1;185.829.997.063;1832;rand;s11n9;CCD;CC;C;C
77;s11n9usuario3;D;s11n9usuario10;D;1;110.559.988.022;1079;rand;s11n9;DDD;DD;D;D
78;s11n9usuario3;D;s11n9usuario1;D;1;131.079.983.711;1287;rand;s11n9;DDD;DD;D;D
79;s11n9usuario3;C;s11n9usuario1;D;0;170.020.008.087;1675;rand;s11n9;DDC;DD;D;D
80;s11n9usuario3;D;s11n9usuario8;D;1;180.049.991.608;1775;rand;s11n9;CDD;CD;C;D
81;s11n9usuario3;D;s11n9usuario6;C;4;100.349.998.474;953;rand;s11n9;DDD;DD;D;D
82;s11n9usuario3;D;s11n9usuario4;C;4;134.739.995.003;1321;rand;s11n9;DCD;DC;D;C
83;s11n9usuario3;D;s11n9usuario4;C;4;102.380.013.466;999;rand;s11n9;DCD;DC;D;C
84;s11n9usuario3;D;s11n9usuario2;D;1;101.410.007.477;991;rand;s11n9;DCD;DC;D;C
85;s11n9usuario3;D;s11n9usuario2;D;1;126.450.014.114;1239;rand;s11n9;DDD;DD;D;D
86;s11n9usuario3;D;s11n9usuario8;D;1;7.901.000.976.560.000;763;rand;s11n9;DDD;DD;D;D
87;s11n9usuario3;D;s11n9usuario4;D;1;8.116.998.672.489.990;784;rand;s11n9;DDD;DD;D;D
88;s11n9usuario3;C;s11n9usuario7;D;0;180.390.000.343;1774;rand;s11n9;DDC;DD;D;D
89;s11n9usuario3;C;s11n9usuario2;C;3;746.299.982.071;716;rand;s11n9;CDC;CD;C;D
90;s11n9usuario3;C;s11n9usuario7;C;3;102.939.987.183;981;rand;s11n9;CCC;CC;C;C
91;s11n9usuario3;C;s11n9usuario6;C;3;851.600.170.135;833;rand;s11n9;CCC;CC;C;C
92;s11n9usuario3;C;s11n9usuario6;C;3;104.850.006.104;1022;rand;s11n9;CCC;CC;C;C
93;s11n9usuario3;C;s11n9usuario8;D;0;971.599.817.276;945;rand;s11n9;CCC;CC;C;C
94;s11n9usuario3;C;s11n9usuario10;D;0;106.040.000.916;1032;rand;s11n9;CDC;CD;C;D
95;s11n9usuario3;D;s11n9usuario5;D;1;126.810.002.327;1247;rand;s11n9;CDD;CD;C;D
96;s11n9usuario3;D;s11n9usuario4;D;1;7.678.999.900.819.990;741;rand;s11n9;DDD;DD;D;D
97;s11n9usuario3;D;s11n9usuario10;D;1;12.811.999.320.999.900;1252;rand;s11n9;DDD;DD;D;D
98;s11n9usuario3;D;s11n9usuario2;D;1;8.640.000.820.160.000;837;rand;s11n9;DDD;DD;D;D
99;s11n9usuario3;D;s11n9usuario5;D;1;866.400.003.433;843;rand;s11n9;DDD;DD;D;D
100;s11n9usuario3;D;s11n9usuario9;D;1;593.799.829.483;568;rand;s11n9;DDD;DD;D;D
1;s11n9usuario4;D;s11n9usuario2;C;4;187.376.000.881;18706;rand;s11n9;--;--;;
2;s11n9usuario4;D;s11n9usuario5;D;1;208.409.998.417;20784;rand;s11n9;DCD;DC;D;C
3;s11n9usuario4;D;s11n9usuario6;C;4;207.973.999.977;20769;rand;s11n9;DDD;DD;D;D
4;s11n9usuario4;C;s11n9usuario9;D;0;132.111.999.989;13172;rand;s11n9;DCC;DC;D;C
5;s11n9usuario4;D;s11n9usuario8;C;4;11.851.099.968;11816;rand;s11n9;CDD;CD;C;D
6;s11n9usuario4;D;s11n9usuario2;D;1;169.167.997.837;16887;rand;s11n9;DCD;DC;D;C
7;s11n9usuario4;D;s11n9usuario3;D;1;255.680.012.703;2526;rand;s11n9;DDD;DD;D;D
8;s11n9usuario4;C;s11n9usuario2;C;3;10.962.599.992.799.900;10936;rand;s11n9;DDC;DD;D;D
9;s11n9usuario4;C;s11n9usuario8;D;0;720.299.983.025;7169;rand;s11n9;CCC;CC;C;C
10;s11n9usuario4;D;s11n9usuario3;C;4;588.890.004.158;5859;rand;s11n9;CDD;CD;C;D
11;s11n9usuario4;D;s11n9usuario1;C;4;43.736.000.061;4345;rand;s11n9;DCD;DC;D;C
12;s11n9usuario4;C;s11n9usuario5;D;0;251.499.986.649;2486;rand;s11n9;DCC;DC;D;C
13;s11n9usuario4;C;s11n9usuario9;D;0;155.470.013.618;1531;rand;s11n9;CDC;CD;C;D
14;s11n9usuario4;D;s11n9usuario9;D;1;206.170.010.567;2035;rand;s11n9;CDD;CD;C;D
15;s11n9usuario4;D;s11n9usuario10;D;1;79.390.001.297;769;rand;s11n9;DDD;DD;D;D
16;s11n9usuario4;D;s11n9usuario3;D;1;398.429.989.815;3957;rand;s11n9;DDD;DD;D;D
17;s11n9usuario4;D;s11n9usuario7;D;1;431.089.997.292;4285;rand;s11n9;DDD;DD;D;D
18;s11n9usuario4;C;s11n9usuario1;D;0;357.389.998.436;3549;rand;s11n9;DDC;DD;D;D
19;s11n9usuario4;C;s11n9usuario5;D;0;180.720.019.341;1788;rand;s11n9;CDC;CD;C;D
20;s11n9usuario4;C;s11n9usuario7;C;3;214.030.003.548;2122;rand;s11n9;CDC;CD;C;D
21;s11n9usuario4;C;s11n9usuario7;C;3;201.180.005.074;1986;rand;s11n9;CCC;CC;C;C
22;s11n9usuario4;C;s11n9usuario3;D;0;221.009.993.553;2184;rand;s11n9;CCC;CC;C;C
23;s11n9usuario4;C;s11n9usuario10;D;0;225.670.003.891;2229;rand;s11n9;CDC;CD;C;D
24;s11n9usuario4;C;s11n9usuario7;C;3;875.200.033.188;853;rand;s11n9;CDC;CD;C;D
25;s11n9usuario4;C;s11n9usuario7;D;0;125.629.997.253;1228;rand;s11n9;CCC;CC;C;C
26;s11n9usuario4;C;s11n9usuario3;D;0;112.179.994.583;1098;rand;s11n9;CDC;CD;C;D
27;s11n9usuario4;C;s11n9usuario3;D;0;200.970.005.989;1981;rand;s11n9;CDC;CD;C;D
28;s11n9usuario4;C;s11n9usuario1;C;3;245.480.012.894;2426;rand;s11n9;CDC;CD;C;D
29;s11n9usuario4;C;s11n9usuario1;D;0;257.259.988.785;2546;rand;s11n9;CCC;CC;C;C
30;s11n9usuario4;C;s11n9usuario7;C;3;216.050.004.959;2140;rand;s11n9;CDC;CD;C;D
31;s11n9usuario4;C;s11n9usuario1;C;3;24.646.999.836;2436;rand;s11n9;CCC;CC;C;C
32;s11n9usuario4;C;s11n9usuario10;D;0;167.009.997.368;1645;rand;s11n9;CCC;CC;C;C
33;s11n9usuario4;C;s11n9usuario10;D;0;133.550.000.191;1311;rand;s11n9;CDC;CD;C;D
34;s11n9usuario4;D;s11n9usuario9;D;1;223.189.997.673;2207;rand;s11n9;CDD;CD;C;D
35;s11n9usuario4;D;s11n9usuario9;D;1;101.850.008.965;1000;rand;s11n9;DDD;DD;D;D
36;s11n9usuario4;D;s11n9usuario5;D;1;667.500.019.073;639;rand;s11n9;DDD;DD;D;D
37;s11n9usuario4;D;s11n9usuario6;D;1;759.299.993.515;734;rand;s11n9;DDD;DD;D;D
38;s11n9usuario4;D;s11n9usuario2;D;1;810.199.975.967;783;rand;s11n9;DDD;DD;D;D
39;s11n9usuario4;D;s11n9usuario5;D;1;107.279.992.104;1045;rand;s11n9;DDD;DD;D;D
40;s11n9usuario4;D;s11n9usuario6;D;1;635.600.090.027;608;rand;s11n9;DDD;DD;D;D
41;s11n9usuario4;C;s11n9usuario10;D;0;244.359.993.935;2417;rand;s11n9;DDC;DD;D;D
42;s11n9usuario4;C;s11n9usuario1;C;3;191.850.018.501;1888;rand;s11n9;CDC;CD;C;D
43;s11n9usuario4;D;s11n9usuario2;C;4;194.449.996.948;1924;rand;s11n9;CCD;CC;C;C
44;s11n9usuario4;C;s11n9usuario10;D;0;165.529.990.196;1627;rand;s11n9;DCC;DC;D;C
45;s11n9usuario4;D;s11n9usuario1;D;1;154.650.020.599;1517;rand;s11n9;CDD;CD;C;D
46;s11n9usuario4;C;s11n9usuario9;D;0;174.169.993.401;1715;rand;s11n9;DDC;DD;D;D
47;s11n9usuario4;C;s11n9usuario7;C;3;120.900.011.063;1181;rand;s11n9;CDC;CD;C;D
48;s11n9usuario4;C;s11n9usuario5;D;0;131.410.002.708;1289;rand;s11n9;CCC;CC;C;C
49;s11n9usuario4;C;s11n9usuario6;D;0;124.450.016.022;1216;rand;s11n9;CDC;CD;C;D
50;s11n9usuario4;D;s11n9usuario7;D;1;379.180.002.213;3762;rand;s11n9;CDD;CD;C;D
51;s11n9usuario4;D;s11n9usuario3;D;1;119.920.015.335;1165;rand;s11n9;DDD;DD;D;D
52;s11n9usuario4;D;s11n9usuario5;D;1;879.499.912.262;853;rand;s11n9;DDD;DD;D;D
53;s11n9usuario4;D;s11n9usuario6;C;4;861.000.061.035;838;rand;s11n9;DDD;DD;D;D
54;s11n9usuario4;D;s11n9usuario3;D;1;85.170.006.752;821;rand;s11n9;DCD;DC;D;C
55;s11n9usuario4;D;s11n9usuario2;D;1;601.300.001.144;573;rand;s11n9;DDD;DD;D;D
56;s11n9usuario4;D;s11n9usuario3;D;1;519.400.119.781;497;rand;s11n9;DDD;DD;D;D
57;s11n9usuario4;D;s11n9usuario8;D;1;463.699.817.657;439;rand;s11n9;DDD;DD;D;D
58;s11n9usuario4;D;s11n9usuario3;D;1;907.799.959.183;878;rand;s11n9;DDD;DD;D;D
59;s11n9usuario4;D;s11n9usuario7;D;1;100.460.004.807;979;rand;s11n9;DDD;DD;D;D
60;s11n9usuario4;C;s11n9usuario9;D;0;104.629.993.439;1016;rand;s11n9;DDC;DD;D;D
61;s11n9usuario4;C;s11n9usuario10;D;0;113.260.006.905;1105;rand;s11n9;CDC;CD;C;D
62;s11n9usuario4;C;s11n9usuario5;D;0;107.079.982.758;1042;rand;s11n9;CDC;CD;C;D
63;s11n9usuario4;C;s11n9usuario1;D;0;134.160.017.967;1318;rand;s11n9;CDC;CD;C;D
64;s11n9usuario4;C;s11n9usuario3;D;0;223.480.010.033;2209;rand;s11n9;CDC;CD;C;D
65;s11n9usuario4;C;s11n9usuario9;D;0;966.400.146.484;937;rand;s11n9;CDC;CD;C;D
66;s11n9usuario4;C;s11n9usuario7;C;3;198.439.979.553;1958;rand;s11n9;CDC;CD;C;D
67;s11n9usuario4;C;s11n9usuario7;C;3;845.900.058.746;821;rand;s11n9;CCC;CC;C;C
68;s11n9usuario4;C;s11n9usuario5;D;0;6.045.000.553.130.000;587;rand;s11n9;CCC;CC;C;C
69;s11n9usuario4;C;s11n9usuario5;D;0;811.599.969.864;786;rand;s11n9;CDC;CD;C;D
70;s11n9usuario4;C;s11n9usuario5;D;0;797.699.928.284;769;rand;s11n9;CDC;CD;C;D
71;s11n9usuario4;C;s11n9usuario6;C;3;7.602.999.210.360.000;734;rand;s11n9;CDC;CD;C;D
72;s11n9usuario4;C;s11n9usuario9;D;0;110.980.010.033;1083;rand;s11n9;CCC;CC;C;C
73;s11n9usuario4;C;s11n9usuario10;D;0;757.799.863.815;733;rand;s11n9;CDC;CD;C;D
74;s11n9usuario4;C;s11n9usuario8;D;0;786.499.977.112;758;rand;s11n9;CDC;CD;C;D
75;s11n9usuario4;C;s11n9usuario5;D;0;7.955.000.400.539.990;778;rand;s11n9;CDC;CD;C;D
76;s11n9usuario4;C;s11n9usuario1;D;0;92.710.018.158;899;rand;s11n9;CDC;CD;C;D
77;s11n9usuario4;C;s11n9usuario7;C;3;118.620.014.191;1155;rand;s11n9;CDC;CD;C;D
78;s11n9usuario4;C;s11n9usuario7;C;3;10.843.000.412;1059;rand;s11n9;CCC;CC;C;C
79;s11n9usuario4;C;s11n9usuario2;D;0;7.195.999.622.339.990;695;rand;s11n9;CCC;CC;C;C
80;s11n9usuario4;D;s11n9usuario7;C;4;146.010.017.395;1431;rand;s11n9;CDD;CD;C;D
81;s11n9usuario4;D;s11n9usuario9;C;4;853.900.194.168;826;rand;s11n9;DCD;DC;D;C
82;s11n9usuario4;C;s11n9usuario3;D;0;223.290.014.267;2204;rand;s11n9;DCC;DC;D;C
83;s11n9usuario4;C;s11n9usuario3;D;0;101.929.998.398;998;rand;s11n9;CDC;CD;C;D
84;s11n9usuario4;C;s11n9usuario6;D;0;12.283.000.946;1202;rand;s11n9;CDC;CD;C;D
85;s11n9usuario4;C;s11n9usuario1;D;0;998.500.108.719;970;rand;s11n9;CDC;CD;C;D
86;s11n9usuario4;D;s11n9usuario6;D;1;985.300.064.087;957;rand;s11n9;CDD;CD;C;D
87;s11n9usuario4;D;s11n9usuario3;D;1;107.489.991.188;1053;rand;s11n9;DDD;DD;D;D
88;s11n9usuario4;D;s11n9usuario6;D;1;834.399.938.583;808;rand;s11n9;DDD;DD;D;D
89;s11n9usuario4;D;s11n9usuario7;C;4;6.066.999.435.419.990;579;rand;s11n9;DDD;DD;D;D
90;s11n9usuario4;D;s11n9usuario1;D;1;567.399.978.638;541;rand;s11n9;DCD;DC;D;C
91;s11n9usuario4;D;s11n9usuario5;D;1;620.199.918.747;601;rand;s11n9;DDD;DD;D;D
92;s11n9usuario4;D;s11n9usuario10;D;1;466.400.146.484;433;rand;s11n9;DDD;DD;D;D
93;s11n9usuario4;D;s11n9usuario10;D;1;590.800.046.921;566;rand;s11n9;DDD;DD;D;D
94;s11n9usuario4;D;s11n9usuario7;D;1;5.813.999.176.030.000;563;rand;s11n9;DDD;DD;D;D
