round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;player_id;context;prev;prev_player;prev_opp
1;s1m5usuario13;C;s1m5usuario4;C;3;-37.919.299.840.900.000;0;fix;s1m5;12;--;--;;
2;s1m5usuario13;D;s1m5usuario4;C;4;-926.260.018.349;0;fix;s1m5;12;CCD;CC;C;C
3;s1m5usuario13;D;s1m5usuario4;D;1;-414.860.010.147;0;fix;s1m5;12;DCD;DC;D;C
4;s1m5usuario13;C;s1m5usuario4;D;0;-16.432.600.021.399.900;0;fix;s1m5;12;DDC;DD;D;D
5;s1m5usuario13;D;s1m5usuario4;D;1;-164.492.998.123;0;fix;s1m5;12;CDD;CD;C;D
6;s1m5usuario13;D;s1m5usuario4;D;1;-205.476.999.283;0;fix;s1m5;12;DDD;DD;D;D
7;s1m5usuario13;D;s1m5usuario4;D;1;-21.567.199.945.400.000;0;fix;s1m5;12;DDD;DD;D;D
8;s1m5usuario13;D;s1m5usuario4;D;1;-22.605.499.982.799.900;0;fix;s1m5;12;DDD;DD;D;D
9;s1m5usuario13;D;s1m5usuario4;D;1;-21.579.299.926.800.000;0;fix;s1m5;12;DDD;DD;D;D
10;s1m5usuario13;D;s1m5usuario4;D;1;-15.393.700.122.799.900;0;fix;s1m5;12;DDD;DD;D;D
11;s1m5usuario13;D;s1m5usuario4;D;1;-154.249.000.549;0;fix;s1m5;12;DDD;DD;D;D
12;s1m5usuario13;D;s1m5usuario4;D;1;-925.789.999.962;0;fix;s1m5;12;DDD;DD;D;D
13;s1m5usuario13;C;s1m5usuario4;C;3;-17.438.899.993.900.000;0;fix;s1m5;12;DDC;DD;D;D
14;s1m5usuario13;C;s1m5usuario4;C;3;-924.080.014.229;0;fix;s1m5;12;CCC;CC;C;C
15;s1m5usuario13;C;s1m5usuario4;C;3;-824.140.000.343;0;fix;s1m5;12;CCC;CC;C;C
16;s1m5usuario13;C;s1m5usuario4;C;3;-516.270.017.624;0;fix;s1m5;12;CCC;CC;C;C
17;s1m5usuario13;C;s1m5usuario4;C;3;-2.153.489.995;0;fix;s1m5;12;CCC;CC;C;C
18;s1m5usuario13;C;s1m5usuario4;C;3;-620.329.999.924;0;fix;s1m5;12;CCC;CC;C;C
19;s1m5usuario13;C;s1m5usuario4;C;3;-722.540.020.943;0;fix;s1m5;12;CCC;CC;C;C
20;s1m5usuario13;C;s1m5usuario4;C;3;-12.344.399.929.000.000;0;fix;s1m5;12;CCC;CC;C;C
21;s1m5usuario13;C;s1m5usuario4;C;3;-25.659.600.019.499.900;0;fix;s1m5;12;CCC;CC;C;C
22;s1m5usuario13;C;s1m5usuario4;C;3;-414.369.988.441;0;fix;s1m5;12;CCC;CC;C;C
23;s1m5usuario13;C;s1m5usuario4;C;3;-516.200.017.929;0;fix;s1m5;12;CCC;CC;C;C
24;s1m5usuario13;C;s1m5usuario4;C;3;-925.499.987.602;0;fix;s1m5;12;CCC;CC;C;C
25;s1m5usuario13;C;s1m5usuario4;C;3;-721.539.998.055;0;fix;s1m5;12;CCC;CC;C;C
26;s1m5usuario13;C;s1m5usuario4;C;3;-820.730.018.616;0;fix;s1m5;12;CCC;CC;C;C
27;s1m5usuario13;C;s1m5usuario4;C;3;-618.980.002.403;0;fix;s1m5;12;CCC;CC;C;C
28;s1m5usuario13;C;s1m5usuario4;C;3;-721.700.000.763;0;fix;s1m5;12;CCC;CC;C;C
29;s1m5usuario13;C;s1m5usuario4;C;3;-823.509.979.248;0;fix;s1m5;12;CCC;CC;C;C
30;s1m5usuario13;C;s1m5usuario4;C;3;-721.650.004.387;0;fix;s1m5;12;CCC;CC;C;C
31;s1m5usuario13;C;s1m5usuario4;C;3;-720.510.005.951;0;fix;s1m5;12;CCC;CC;C;C
32;s1m5usuario13;C;s1m5usuario4;C;3;-106.539.988.518;0;fix;s1m5;12;CCC;CC;C;C
33;s1m5usuario13;C;s1m5usuario4;C;3;-209.049.987.793;0;fix;s1m5;12;CCC;CC;C;C
34;s1m5usuario13;C;s1m5usuario4;C;3;-15375.0;0;fix;s1m5;12;CCC;CC;C;C
35;s1m5usuario13;C;s1m5usuario4;C;3;-515.599.989.891;0;fix;s1m5;12;CCC;CC;C;C
36;s1m5usuario13;C;s1m5usuario4;C;3;-929.040.002.823;0;fix;s1m5;12;CCC;CC;C;C
37;s1m5usuario13;C;s1m5usuario4;C;3;-311.249.995.232;0;fix;s1m5;12;CCC;CC;C;C
38;s1m5usuario13;C;s1m5usuario4;C;3;-61.904.001.236;0;fix;s1m5;12;CCC;CC;C;C
39;s1m5usuario13;C;s1m5usuario4;C;3;-7.213.400.125.499.990;0;fix;s1m5;12;CCC;CC;C;C
40;s1m5usuario13;C;s1m5usuario4;C;3;-102.760.000.229;0;fix;s1m5;12;CCC;CC;C;C
41;s1m5usuario13;C;s1m5usuario4;C;3;-4.141.299.963;0;fix;s1m5;12;CCC;CC;C;C
42;s1m5usuario13;C;s1m5usuario4;C;3;-413.779.997.826;0;fix;s1m5;12;CCC;CC;C;C
43;s1m5usuario13;C;s1m5usuario4;C;3;-516.970.014.572;0;fix;s1m5;12;CCC;CC;C;C
44;s1m5usuario13;C;s1m5usuario4;C;3;-414.559.984.207;0;fix;s1m5;12;CCC;CC;C;C
45;s1m5usuario13;C;s1m5usuario4;C;3;-311.649.990.082;0;fix;s1m5;12;CCC;CC;C;C
46;s1m5usuario13;C;s1m5usuario4;C;3;-310.549.998.283;0;fix;s1m5;12;CCC;CC;C;C
47;s1m5usuario13;C;s1m5usuario4;C;3;-209.809.994.698;0;fix;s1m5;12;CCC;CC;C;C
48;s1m5usuario13;C;s1m5usuario4;C;3;-823.500.013.351;0;fix;s1m5;12;CCC;CC;C;C
49;s1m5usuario13;C;s1m5usuario4;C;3;-517.850.017.548;0;fix;s1m5;12;CCC;CC;C;C
50;s1m5usuario13;C;s1m5usuario4;C;3;-225.919.001.102;0;fix;s1m5;12;CCC;CC;C;C
51;s1m5usuario13;C;s1m5usuario4;C;3;-926.870.012.283;0;fix;s1m5;12;CCC;CC;C;C
52;s1m5usuario13;C;s1m5usuario4;C;3;-824.640.011.787;0;fix;s1m5;12;CCC;CC;C;C
53;s1m5usuario13;C;s1m5usuario4;C;3;-517.079.997.063;0;fix;s1m5;12;CCC;CC;C;C
54;s1m5usuario13;C;s1m5usuario4;C;3;-618.810.009.956;0;fix;s1m5;12;CCC;CC;C;C
55;s1m5usuario13;C;s1m5usuario4;C;3;-61.751.999.854.999.900;0;fix;s1m5;12;CCC;CC;C;C
56;s1m5usuario13;C;s1m5usuario4;C;3;-621.670.007.706;0;fix;s1m5;12;CCC;CC;C;C
57;s1m5usuario13;C;s1m5usuario4;C;3;-106.450.009.346;0;fix;s1m5;12;CCC;CC;C;C
58;s1m5usuario13;C;s1m5usuario4;C;3;-514.260.005.951;0;fix;s1m5;12;CCC;CC;C;C
59;s1m5usuario13;C;s1m5usuario4;C;3;-822.630.000.114;0;fix;s1m5;12;CCC;CC;C;C
60;s1m5usuario13;C;s1m5usuario4;C;3;-720.869.994.164;0;fix;s1m5;12;CCC;CC;C;C
61;s1m5usuario13;C;s1m5usuario4;C;3;-619.239.997.864;0;fix;s1m5;12;CCC;CC;C;C
62;s1m5usuario13;C;s1m5usuario4;C;3;-209.270.000.458;0;fix;s1m5;12;CCC;CC;C;C
63;s1m5usuario13;C;s1m5usuario4;C;3;-15.400.200.128.600.000;0;fix;s1m5;12;CCC;CC;C;C
64;s1m5usuario13;C;s1m5usuario4;C;3;-13.352.699.995;0;fix;s1m5;12;CCC;CC;C;C
65;s1m5usuario13;C;s1m5usuario4;C;3;-413.949.990.273;0;fix;s1m5;12;CCC;CC;C;C
66;s1m5usuario13;C;s1m5usuario4;C;3;-12.322.200.059.899.900;0;fix;s1m5;12;CCC;CC;C;C
67;s1m5usuario13;C;s1m5usuario4;C;3;-618.309.998.512;0;fix;s1m5;12;CCC;CC;C;C
68;s1m5usuario13;C;s1m5usuario4;C;3;-822.659.993.172;0;fix;s1m5;12;CCC;CC;C;C
69;s1m5usuario13;C;s1m5usuario4;C;3;-31.220.998.764;0;fix;s1m5;12;CCC;CC;C;C
70;s1m5usuario13;C;s1m5usuario4;C;3;-61.835.000.515;0;fix;s1m5;12;CCC;CC;C;C
71;s1m5usuario13;C;s1m5usuario4;C;3;-309.969.997.406;0;fix;s1m5;12;CCC;CC;C;C
72;s1m5usuario13;C;s1m5usuario4;C;3;-515.820.002.556;0;fix;s1m5;12;CCC;CC;C;C
73;s1m5usuario13;C;s1m5usuario4;C;3;-619.579.982.758;0;fix;s1m5;12;CCC;CC;C;C
74;s1m5usuario13;C;s1m5usuario4;C;3;-618.159.985.542;0;fix;s1m5;12;CCC;CC;C;C
75;s1m5usuario13;C;s1m5usuario4;C;3;-517.430.019.379;0;fix;s1m5;12;CCC;CC;C;C
76;s1m5usuario13;C;s1m5usuario4;C;3;-208.879.995.346;0;fix;s1m5;12;CCC;CC;C;C
77;s1m5usuario13;C;s1m5usuario4;C;3;-51.765.999.794;0;fix;s1m5;12;CCC;CC;C;C
78;s1m5usuario13;C;s1m5usuario4;C;3;-208.810.019.493;0;fix;s1m5;12;CCC;CC;C;C
79;s1m5usuario13;C;s1m5usuario4;C;3;-106.029.987.335;0;fix;s1m5;12;CCC;CC;C;C
80;s1m5usuario13;C;s1m5usuario4;C;3;-414.459.991.455;0;fix;s1m5;12;CCC;CC;C;C
81;s1m5usuario13;C;s1m5usuario4;C;3;-106.979.990.005;0;fix;s1m5;12;CCC;CC;C;C
82;s1m5usuario13;C;s1m5usuario4;C;3;-720.599.985.123;0;fix;s1m5;12;CCC;CC;C;C
83;s1m5usuario13;C;s1m5usuario4;C;3;-106.140.017.509;0;fix;s1m5;12;CCC;CC;C;C
84;s1m5usuario13;C;s1m5usuario4;C;3;-208.729.982.376;0;fix;s1m5;12;CCC;CC;C;C
85;s1m5usuario13;C;s1m5usuario4;C;3;-208.730.006.218;0;fix;s1m5;12;CCC;CC;C;C
86;s1m5usuario13;C;s1m5usuario4;C;3;-16.424.299.955.399.900;0;fix;s1m5;12;CCC;CC;C;C
87;s1m5usuario13;C;s1m5usuario4;C;3;-823.020.005.226;0;fix;s1m5;12;CCC;CC;C;C
88;s1m5usuario13;C;s1m5usuario4;C;3;-19.524.200.201;0;fix;s1m5;12;CCC;CC;C;C
89;s1m5usuario13;C;s1m5usuario4;C;3;-289.001.464.844;0;fix;s1m5;12;CCC;CC;C;C
90;s1m5usuario13;C;s1m5usuario4;C;3;-208.679.986;0;fix;s1m5;12;CCC;CC;C;C
91;s1m5usuario13;C;s1m5usuario4;C;3;-618.629.980.087;0;fix;s1m5;12;CCC;CC;C;C
92;s1m5usuario13;C;s1m5usuario4;C;3;-82.079.000.473;0;fix;s1m5;12;CCC;CC;C;C
93;s1m5usuario13;C;s1m5usuario4;C;3;-13.354.999.780.700.000;0;fix;s1m5;12;CCC;CC;C;C
94;s1m5usuario13;C;s1m5usuario4;C;3;-311.489.987.373;0;fix;s1m5;12;CCC;CC;C;C
95;s1m5usuario13;C;s1m5usuario4;C;3;-515.380.001.068;0;fix;s1m5;12;CCC;CC;C;C
96;s1m5usuario13;C;s1m5usuario4;C;3;-234.999.656.677;0;fix;s1m5;12;CCC;CC;C;C
97;s1m5usuario13;C;s1m5usuario4;C;3;-824.230.003.357;0;fix;s1m5;12;CCC;CC;C;C
98;s1m5usuario13;C;s1m5usuario4;C;3;-414.040.017.128;0;fix;s1m5;12;CCC;CC;C;C
99;s1m5usuario13;C;s1m5usuario4;C;3;-311.330.008.507;0;fix;s1m5;12;CCC;CC;C;C
100;s1m5usuario13;C;s1m5usuario4;C;3;324.290.013.313;0;fix;s1m5;12;CCC;CC;C;C
1;s1m5usuario14;C;s1m5usuario9;C;3;-450.714.998.245;0;fix;s1m5;13;--;--;;
2;s1m5usuario14;C;s1m5usuario9;C;3;-174.484.000.206;0;fix;s1m5;13;CCC;CC;C;C
3;s1m5usuario14;C;s1m5usuario9;C;3;-14.401.200.056.099.900;0;fix;s1m5;13;CCC;CC;C;C
4;s1m5usuario14;C;s1m5usuario9;C;3;-25.682.800.054.599.900;0;fix;s1m5;13;CCC;CC;C;C
5;s1m5usuario14;C;s1m5usuario9;C;3;-236.210.000.515;0;fix;s1m5;13;CCC;CC;C;C
6;s1m5usuario14;C;s1m5usuario9;C;3;-256.334.998.608;0;fix;s1m5;13;CCC;CC;C;C
7;s1m5usuario14;C;s1m5usuario9;C;3;-246.340.999.603;0;fix;s1m5;13;CCC;CC;C;C
8;s1m5usuario14;C;s1m5usuario9;D;0;-24.586.199.998.900.000;0;fix;s1m5;13;CCC;CC;C;C
9;s1m5usuario14;C;s1m5usuario9;D;0;-28.710.099.935.500.000;0;fix;s1m5;13;CDC;CD;C;D
10;s1m5usuario14;D;s1m5usuario9;D;1;-205.213.999.748;0;fix;s1m5;13;CDD;CD;C;D
11;s1m5usuario14;D;s1m5usuario9;C;4;-18.467.799.902.000.000;0;fix;s1m5;13;DDD;DD;D;D
12;s1m5usuario14;D;s1m5usuario9;C;4;-226.150.000.095;0;fix;s1m5;13;DCD;DC;D;C
13;s1m5usuario14;D;s1m5usuario9;D;1;-23.616.699.934;0;fix;s1m5;13;DCD;DC;D;C
14;s1m5usuario14;D;s1m5usuario9;D;1;-102.890.000.343;0;fix;s1m5;13;DDD;DD;D;D
15;s1m5usuario14;D;s1m5usuario9;D;1;-102.876.000.404;0;fix;s1m5;13;DDD;DD;D;D
16;s1m5usuario14;D;s1m5usuario9;D;1;-927.800.011.635;0;fix;s1m5;13;DDD;DD;D;D
17;s1m5usuario14;D;s1m5usuario9;D;1;-25.646.499.872.200.000;0;fix;s1m5;13;DDD;DD;D;D
18;s1m5usuario14;D;s1m5usuario9;D;1;-210.629.987.717;0;fix;s1m5;13;DDD;DD;D;D
19;s1m5usuario14;D;s1m5usuario9;C;4;-721.609.997.749;0;fix;s1m5;13;DDD;DD;D;D
20;s1m5usuario14;D;s1m5usuario9;C;4;-15.415.199.994.999.900;0;fix;s1m5;13;DCD;DC;D;C
21;s1m5usuario14;C;s1m5usuario9;C;3;-256.405.000.687;0;fix;s1m5;13;DCC;DC;D;C
22;s1m5usuario14;C;s1m5usuario9;C;3;-922.580.003.738;0;fix;s1m5;13;CCC;CC;C;C
23;s1m5usuario14;C;s1m5usuario9;C;3;-925.489.997.864;0;fix;s1m5;13;CCC;CC;C;C
24;s1m5usuario14;C;s1m5usuario9;C;3;-103.065.998.554;0;fix;s1m5;13;CCC;CC;C;C
25;s1m5usuario14;C;s1m5usuario9;C;3;-10.268.599.987;0;fix;s1m5;13;CCC;CC;C;C
26;s1m5usuario14;C;s1m5usuario9;C;3;-10.257.600.069;0;fix;s1m5;13;CCC;CC;C;C
27;s1m5usuario14;C;s1m5usuario9;C;3;-925.739.979.744;0;fix;s1m5;13;CCC;CC;C;C
28;s1m5usuario14;C;s1m5usuario9;C;3;-113.169.999.123;0;fix;s1m5;13;CCC;CC;C;C
29;s1m5usuario14;C;s1m5usuario9;C;3;-11.298.099.994.700.000;0;fix;s1m5;13;CCC;CC;C;C
30;s1m5usuario14;C;s1m5usuario9;C;3;-924.790.000.916;0;fix;s1m5;13;CCC;CC;C;C
31;s1m5usuario14;C;s1m5usuario9;C;3;-925.679.993.629;0;fix;s1m5;13;CCC;CC;C;C
32;s1m5usuario14;C;s1m5usuario9;D;0;-415.350.008.011;0;fix;s1m5;13;CCC;CC;C;C
33;s1m5usuario14;D;s1m5usuario9;C;4;-41.428.000.927;0;fix;s1m5;13;CDD;CD;C;D
34;s1m5usuario14;D;s1m5usuario9;C;4;-15.405.900.001.499.900;0;fix;s1m5;13;DCD;DC;D;C
35;s1m5usuario14;D;s1m5usuario9;C;4;-824.959.993.362;0;fix;s1m5;13;DCD;DC;D;C
36;s1m5usuario14;D;s1m5usuario9;D;1;-102.894.999.981;0;fix;s1m5;13;DCD;DC;D;C
37;s1m5usuario14;D;s1m5usuario9;D;1;-412.840.008.736;0;fix;s1m5;13;DDD;DD;D;D
38;s1m5usuario14;D;s1m5usuario9;D;1;-823.480.010.033;0;fix;s1m5;13;DDD;DD;D;D
39;s1m5usuario14;D;s1m5usuario9;D;1;-618.190.002.441;0;fix;s1m5;13;DDD;DD;D;D
40;s1m5usuario14;D;s1m5usuario9;D;1;-123.701.999.187;0;fix;s1m5;13;DDD;DD;D;D
41;s1m5usuario14;C;s1m5usuario9;C;3;-416.079.998.016;0;fix;s1m5;13;DDC;DD;D;D
42;s1m5usuario14;C;s1m5usuario9;C;3;-513.199.996.948;0;fix;s1m5;13;CCC;CC;C;C
43;s1m5usuario14;C;s1m5usuario9;C;3;-6.176.499.843.600.000;0;fix;s1m5;13;CCC;CC;C;C
44;s1m5usuario14;C;s1m5usuario9;C;3;-516.799.998.283;0;fix;s1m5;13;CCC;CC;C;C
45;s1m5usuario14;C;s1m5usuario9;C;3;-413.540.005.684;0;fix;s1m5;13;CCC;CC;C;C
46;s1m5usuario14;C;s1m5usuario9;C;3;-516.009.998.322;0;fix;s1m5;13;CCC;CC;C;C
47;s1m5usuario14;C;s1m5usuario9;D;0;-414.569.997.787;0;fix;s1m5;13;CCC;CC;C;C
48;s1m5usuario14;D;s1m5usuario9;D;1;-414.400.005.341;0;fix;s1m5;13;CDD;CD;C;D
49;s1m5usuario14;D;s1m5usuario9;D;1;-925.789.999.962;0;fix;s1m5;13;DDD;DD;D;D
50;s1m5usuario14;D;s1m5usuario9;D;1;-2.564.470.005.040.000;0;fix;s1m5;13;DDD;DD;D;D
51;s1m5usuario14;D;s1m5usuario9;D;1;-10.290.199.995;0;fix;s1m5;13;DDD;DD;D;D
52;s1m5usuario14;D;s1m5usuario9;C;4;-922.590.017.319;0;fix;s1m5;13;DDD;DD;D;D
53;s1m5usuario14;C;s1m5usuario9;C;3;-412.759.995.461;0;fix;s1m5;13;DCC;DC;D;C
54;s1m5usuario14;C;s1m5usuario9;C;3;-717.499.995.232;0;fix;s1m5;13;CCC;CC;C;C
55;s1m5usuario14;C;s1m5usuario9;C;3;-721.390.008.926;0;fix;s1m5;13;CCC;CC;C;C
56;s1m5usuario14;C;s1m5usuario9;C;3;-824.250.006.676;0;fix;s1m5;13;CCC;CC;C;C
57;s1m5usuario14;C;s1m5usuario9;C;3;-208.920.001.984;0;fix;s1m5;13;CCC;CC;C;C
58;s1m5usuario14;C;s1m5usuario9;C;3;-721.210.002.899;0;fix;s1m5;13;CCC;CC;C;C
59;s1m5usuario14;C;s1m5usuario9;C;3;-927.130.007.744;0;fix;s1m5;13;CCC;CC;C;C
60;s1m5usuario14;C;s1m5usuario9;C;3;-10.274.800.062.200.000;0;fix;s1m5;13;CCC;CC;C;C
61;s1m5usuario14;C;s1m5usuario9;C;3;-102.734.999.657;0;fix;s1m5;13;CCC;CC;C;C
62;s1m5usuario14;C;s1m5usuario9;C;3;-413.719.987.869;0;fix;s1m5;13;CCC;CC;C;C
63;s1m5usuario14;C;s1m5usuario9;C;3;-17.460.399.866.099.900;0;fix;s1m5;13;CCC;CC;C;C
64;s1m5usuario14;C;s1m5usuario9;C;3;-14.364.200.115.200.000;0;fix;s1m5;13;CCC;CC;C;C
65;s1m5usuario14;C;s1m5usuario9;D;0;-4.141.299.963;0;fix;s1m5;13;CCC;CC;C;C
66;s1m5usuario14;D;s1m5usuario9;D;1;-113.159.000.874;0;fix;s1m5;13;CDD;CD;C;D
67;s1m5usuario14;D;s1m5usuario9;D;1;-61.982.998.848.000.000;0;fix;s1m5;13;DDD;DD;D;D
68;s1m5usuario14;D;s1m5usuario9;D;1;-123.459.999.561;0;fix;s1m5;13;DDD;DD;D;D
69;s1m5usuario14;D;s1m5usuario9;D;1;-312.120.008.469;0;fix;s1m5;13;DDD;DD;D;D
70;s1m5usuario14;D;s1m5usuario9;D;1;-617.589.998.245;0;fix;s1m5;13;DDD;DD;D;D
71;s1m5usuario14;D;s1m5usuario9;D;1;-311.629.986.763;0;fix;s1m5;13;DDD;DD;D;D
72;s1m5usuario14;D;s1m5usuario9;D;1;-721.169.996.262;0;fix;s1m5;13;DDD;DD;D;D
73;s1m5usuario14;D;s1m5usuario9;D;1;-720.459.985.733;0;fix;s1m5;13;DDD;DD;D;D
74;s1m5usuario14;D;s1m5usuario9;C;4;-749.119.997.025;0;fix;s1m5;13;DDD;DD;D;D
75;s1m5usuario14;D;s1m5usuario9;C;4;-514.879.989.624;0;fix;s1m5;13;DCD;DC;D;C
76;s1m5usuario14;D;s1m5usuario9;C;4;-309.549.999.237;0;fix;s1m5;13;DCD;DC;D;C
77;s1m5usuario14;C;s1m5usuario9;C;3;-309.590.005.875;0;fix;s1m5;13;DCC;DC;D;C
78;s1m5usuario14;C;s1m5usuario9;C;3;-206.490.015.984;0;fix;s1m5;13;CCC;CC;C;C
79;s1m5usuario14;C;s1m5usuario9;C;3;-309.479.999.542;0;fix;s1m5;13;CCC;CC;C;C
80;s1m5usuario14;C;s1m5usuario9;C;3;-516.380.000.114;0;fix;s1m5;13;CCC;CC;C;C
81;s1m5usuario14;C;s1m5usuario9;C;3;-209.630.012.512;0;fix;s1m5;13;CCC;CC;C;C
82;s1m5usuario14;C;s1m5usuario9;C;3;-824.110.007.286;0;fix;s1m5;13;CCC;CC;C;C
83;s1m5usuario14;C;s1m5usuario9;C;3;-208.750.009.537;0;fix;s1m5;13;CCC;CC;C;C
84;s1m5usuario14;C;s1m5usuario9;C;3;-311.370.015.144;0;fix;s1m5;13;CCC;CC;C;C
85;s1m5usuario14;C;s1m5usuario9;C;3;-308.150.005.341;0;fix;s1m5;13;CCC;CC;C;C
86;s1m5usuario14;C;s1m5usuario9;C;3;-174.296.000.004;0;fix;s1m5;13;CCC;CC;C;C
87;s1m5usuario14;C;s1m5usuario9;C;3;-925.580.000.877;0;fix;s1m5;13;CCC;CC;C;C
88;s1m5usuario14;C;s1m5usuario9;C;3;-19.494.699.955;0;fix;s1m5;13;CCC;CC;C;C
89;s1m5usuario14;C;s1m5usuario9;C;3;-207.299.995.422;0;fix;s1m5;13;CCC;CC;C;C
90;s1m5usuario14;C;s1m5usuario9;C;3;-106.010.007.858;0;fix;s1m5;13;CCC;CC;C;C
91;s1m5usuario14;C;s1m5usuario9;C;3;-619.799.995.422;0;fix;s1m5;13;CCC;CC;C;C
92;s1m5usuario14;C;s1m5usuario9;C;3;-926.289.987.564;0;fix;s1m5;13;CCC;CC;C;C
93;s1m5usuario14;C;s1m5usuario9;D;0;-143.954.000.473;0;fix;s1m5;13;CCC;CC;C;C
94;s1m5usuario14;D;s1m5usuario9;D;1;-413.469.982.147;0;fix;s1m5;13;CDD;CD;C;D
95;s1m5usuario14;D;s1m5usuario9;D;1;-615.939.998.627;0;fix;s1m5;13;DDD;DD;D;D
96;s1m5usuario14;D;s1m5usuario9;D;1;-517.049.980.164;0;fix;s1m5;13;DDD;DD;D;D
97;s1m5usuario14;D;s1m5usuario9;D;1;-102.831.001.282;0;fix;s1m5;13;DDD;DD;D;D
98;s1m5usuario14;D;s1m5usuario9;D;1;-925.610.017.776;0;fix;s1m5;13;DDD;DD;D;D
99;s1m5usuario14;D;s1m5usuario9;D;1;-123.108.999.729;0;fix;s1m5;13;DDD;DD;D;D
100;s1m5usuario14;D;s1m5usuario9;D;1;897.900.104.523;0;fix;s1m5;13;DDD;DD;D;D
1;s1m5usuario15;C;s1m5usuario8;C;3;-348.926.000.595;0;fix;s1m5;14;--;--;;
2;s1m5usuario15;C;s1m5usuario8;D;0;-17.459.800.005;0;fix;s1m5;14;CCC;CC;C;C
3;s1m5usuario15;C;s1m5usuario8;D;0;-823.090.004.921;0;fix;s1m5;14;CDC;CD;C;D
4;s1m5usuario15;D;s1m5usuario8;D;1;-229.001.045.227;0;fix;s1m5;14;CDD;CD;C;D
5;s1m5usuario15;D;s1m5usuario8;D;1;-133.680.999.279;0;fix;s1m5;14;DDD;DD;D;D
6;s1m5usuario15;C;s1m5usuario8;D;0;-107.130.002.975;0;fix;s1m5;14;DDC;DD;D;D
7;s1m5usuario15;D;s1m5usuario8;C;4;-23.632.600.069;0;fix;s1m5;14;CDD;CD;C;D
8;s1m5usuario15;C;s1m5usuario8;D;0;-2.358.030.009.270.000;0;fix;s1m5;14;DCC;DC;D;C
9;s1m5usuario15;D;s1m5usuario8;D;1;-26.691.599.845.900.000;0;fix;s1m5;14;CDD;CD;C;D
10;s1m5usuario15;D;s1m5usuario8;D;1;-19.518.900.156;0;fix;s1m5;14;DDD;DD;D;D
11;s1m5usuario15;D;s1m5usuario8;D;1;-17.447.200.059.900.000;0;fix;s1m5;14;DDD;DD;D;D
12;s1m5usuario15;D;s1m5usuario8;D;1;-235.949.997.902;0;fix;s1m5;14;DDD;DD;D;D
13;s1m5usuario15;D;s1m5usuario8;D;1;-225.709.998.608;0;fix;s1m5;14;DDD;DD;D;D
14;s1m5usuario15;D;s1m5usuario8;C;4;-113.148.999.214;0;fix;s1m5;14;DDD;DD;D;D
15;s1m5usuario15;C;s1m5usuario8;C;3;-51.672.000.885;0;fix;s1m5;14;DCC;DC;D;C
16;s1m5usuario15;C;s1m5usuario8;C;3;-823.539.996.147;0;fix;s1m5;14;CCC;CC;C;C
17;s1m5usuario15;C;s1m5usuario8;D;0;-246.316.001.415;0;fix;s1m5;14;CCC;CC;C;C
18;s1m5usuario15;D;s1m5usuario8;D;1;-516.529.989.243;0;fix;s1m5;14;CDD;CD;C;D
19;s1m5usuario15;D;s1m5usuario8;D;1;-824.489.998.817;0;fix;s1m5;14;DDD;DD;D;D
20;s1m5usuario15;D;s1m5usuario8;D;1;-14.381.800.174.700.000;0;fix;s1m5;14;DDD;DD;D;D
21;s1m5usuario15;D;s1m5usuario8;D;1;-26.662.299.871.400.000;0;fix;s1m5;14;DDD;DD;D;D
22;s1m5usuario15;D;s1m5usuario8;C;4;-102.825.000.286;0;fix;s1m5;14;DDD;DD;D;D
23;s1m5usuario15;C;s1m5usuario8;D;0;-721.309.995.651;0;fix;s1m5;14;DCC;DC;D;C
24;s1m5usuario15;D;s1m5usuario8;D;1;-824.380.016.327;0;fix;s1m5;14;CDD;CD;C;D
25;s1m5usuario15;D;s1m5usuario8;D;1;-10.265.100.002.299.900;0;fix;s1m5;14;DDD;DD;D;D
26;s1m5usuario15;D;s1m5usuario8;D;1;-926.180.005.074;0;fix;s1m5;14;DDD;DD;D;D
27;s1m5usuario15;D;s1m5usuario8;D;1;-7.199.900.150.300.000;0;fix;s1m5;14;DDD;DD;D;D
28;s1m5usuario15;D;s1m5usuario8;C;4;-11.298.500.061;0;fix;s1m5;14;DDD;DD;D;D
29;s1m5usuario15;C;s1m5usuario8;C;3;-925.029.993.057;0;fix;s1m5;14;DCC;DC;D;C
30;s1m5usuario15;C;s1m5usuario8;C;3;-721.099.996.567;0;fix;s1m5;14;CCC;CC;C;C
31;s1m5usuario15;C;s1m5usuario8;C;3;-102.777.998.447;0;fix;s1m5;14;CCC;CC;C;C
32;s1m5usuario15;C;s1m5usuario8;C;3;-413.109.993.935;0;fix;s1m5;14;CCC;CC;C;C
33;s1m5usuario15;C;s1m5usuario8;D;0;-5.172.499.895.100.000;0;fix;s1m5;14;CCC;CC;C;C
34;s1m5usuario15;D;s1m5usuario8;D;1;-164.251.999.855;0;fix;s1m5;14;CDD;CD;C;D
35;s1m5usuario15;D;s1m5usuario8;D;1;-824.220.013.618;0;fix;s1m5;14;DDD;DD;D;D
36;s1m5usuario15;D;s1m5usuario8;D;1;-926.320.004.463;0;fix;s1m5;14;DDD;DD;D;D
37;s1m5usuario15;D;s1m5usuario8;D;1;-515.829.992.294;0;fix;s1m5;14;DDD;DD;D;D
38;s1m5usuario15;D;s1m5usuario8;D;1;-619.059.991.837;0;fix;s1m5;14;DDD;DD;D;D
