round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;player_id;context;prev;prev_player;prev_opp
84;s2m5usuario2;C;s2m5usuario17;C;3;-414.479.994.774;0;fix;s2m5;17;CCC;CC;C;C
85;s2m5usuario2;C;s2m5usuario17;C;3;-21.800.041.198.699.900;0;fix;s2m5;17;CCC;CC;C;C
86;s2m5usuario2;C;s2m5usuario17;C;3;-25.199.890.136.700.000;0;fix;s2m5;17;CCC;CC;C;C
87;s2m5usuario2;C;s2m5usuario17;C;3;-176.999.568.939;0;fix;s2m5;17;CCC;CC;C;C
88;s2m5usuario2;C;s2m5usuario17;C;3;-515.900.015.831;0;fix;s2m5;17;CCC;CC;C;C
89;s2m5usuario2;C;s2m5usuario17;C;3;-312.579.989.433;0;fix;s2m5;17;CCC;CC;C;C
90;s2m5usuario2;C;s2m5usuario17;C;3;-230.000.019.073;0;fix;s2m5;17;CCC;CC;C;C
91;s2m5usuario2;C;s2m5usuario17;C;3;-414.339.995.384;0;fix;s2m5;17;CCC;CC;C;C
92;s2m5usuario2;C;s2m5usuario17;C;3;-102.786.002.159;0;fix;s2m5;17;CCC;CC;C;C
93;s2m5usuario2;C;s2m5usuario17;C;3;-106.839.990.616;0;fix;s2m5;17;CCC;CC;C;C
94;s2m5usuario2;C;s2m5usuario17;C;3;-312.299.990.654;0;fix;s2m5;17;CCC;CC;C;C
95;s2m5usuario2;C;s2m5usuario17;C;3;-312.369.990.349;0;fix;s2m5;17;CCC;CC;C;C
96;s2m5usuario2;C;s2m5usuario17;C;3;-238.997.936.249;0;fix;s2m5;17;CCC;CC;C;C
97;s2m5usuario2;C;s2m5usuario17;C;3;-10.626.001.357.999.900;0;fix;s2m5;17;CCC;CC;C;C
98;s2m5usuario2;C;s2m5usuario17;C;3;-11.296.599.865;0;fix;s2m5;17;CCC;CC;C;C
99;s2m5usuario2;C;s2m5usuario17;C;3;-104.199.981.689;0;fix;s2m5;17;CCC;CC;C;C
100;s2m5usuario2;C;s2m5usuario17;C;3;381.019.997.597;0;fix;s2m5;17;CCC;CC;C;C
1;s2m5usuario3;C;s2m5usuario11;C;3;-414.639.997.482;0;fix;s2m5;18;--;--;;
2;s2m5usuario3;C;s2m5usuario11;D;0;-102.736.999.989;0;fix;s2m5;18;CCC;CC;C;C
3;s2m5usuario3;C;s2m5usuario11;C;3;-823.949.980.736;0;fix;s2m5;18;CDC;CD;C;D
4;s2m5usuario3;C;s2m5usuario11;C;3;-12.328.699.827.200.000;0;fix;s2m5;18;CCC;CC;C;C
5;s2m5usuario3;C;s2m5usuario11;D;0;-721.239.995.956;0;fix;s2m5;18;CCC;CC;C;C
6;s2m5usuario3;D;s2m5usuario11;C;4;-312.419.986.725;0;fix;s2m5;18;CDD;CD;C;D
7;s2m5usuario3;C;s2m5usuario11;D;0;-246.000.289.917;0;fix;s2m5;18;DCC;DC;D;C
8;s2m5usuario3;D;s2m5usuario11;D;1;-311.199.998.856;0;fix;s2m5;18;CDD;CD;C;D
9;s2m5usuario3;D;s2m5usuario11;C;4;-513.459.992.409;0;fix;s2m5;18;DDD;DD;D;D
10;s2m5usuario3;C;s2m5usuario11;D;0;-312.759.995.461;0;fix;s2m5;18;DCC;DC;D;C
11;s2m5usuario3;C;s2m5usuario11;D;0;-209.580.016.136;0;fix;s2m5;18;CDC;CD;C;D
12;s2m5usuario3;D;s2m5usuario11;C;4;-102.924.001.217;0;fix;s2m5;18;CDD;CD;C;D
13;s2m5usuario3;D;s2m5usuario11;D;1;-113.347.001.076;0;fix;s2m5;18;DCD;DC;D;C
14;s2m5usuario3;D;s2m5usuario11;D;1;-618.510.007.858;0;fix;s2m5;18;DDD;DD;D;D
15;s2m5usuario3;C;s2m5usuario11;C;3;-928.170.013.428;0;fix;s2m5;18;DDC;DD;D;D
16;s2m5usuario3;C;s2m5usuario11;D;0;-412.450.003.624;0;fix;s2m5;18;CCC;CC;C;C
17;s2m5usuario3;C;s2m5usuario11;D;0;-925.519.990.921;0;fix;s2m5;18;CDC;CD;C;D
18;s2m5usuario3;D;s2m5usuario11;C;4;-721.350.002.289;0;fix;s2m5;18;CDD;CD;C;D
19;s2m5usuario3;D;s2m5usuario11;D;1;-123.561.999.798;0;fix;s2m5;18;DCD;DC;D;C
20;s2m5usuario3;D;s2m5usuario11;D;1;-823.280.000.687;0;fix;s2m5;18;DDD;DD;D;D
21;s2m5usuario3;C;s2m5usuario11;D;0;-312.249.994.278;0;fix;s2m5;18;DDC;DD;D;D
22;s2m5usuario3;D;s2m5usuario11;D;1;-102.909.998.894;0;fix;s2m5;18;CDD;CD;C;D
23;s2m5usuario3;D;s2m5usuario11;D;1;-823.900.008.202;0;fix;s2m5;18;DDD;DD;D;D
24;s2m5usuario3;D;s2m5usuario11;C;4;-62.053.000.927;0;fix;s2m5;18;DDD;DD;D;D
25;s2m5usuario3;C;s2m5usuario11;C;3;-618.209.981.918;0;fix;s2m5;18;DCC;DC;D;C
26;s2m5usuario3;C;s2m5usuario11;D;0;-414.730.000.496;0;fix;s2m5;18;CCC;CC;C;C
27;s2m5usuario3;D;s2m5usuario11;D;1;-310.260.009.766;0;fix;s2m5;18;CDD;CD;C;D
28;s2m5usuario3;D;s2m5usuario11;D;1;-208.999.991.417;0;fix;s2m5;18;DDD;DD;D;D
29;s2m5usuario3;D;s2m5usuario11;D;1;-414.439.988.136;0;fix;s2m5;18;DDD;DD;D;D
30;s2m5usuario3;D;s2m5usuario11;D;1;-515.739.989.281;0;fix;s2m5;18;DDD;DD;D;D
31;s2m5usuario3;D;s2m5usuario11;D;1;-12.323.399.782.200.000;0;fix;s2m5;18;DDD;DD;D;D
32;s2m5usuario3;D;s2m5usuario11;D;1;-415.400.004.387;0;fix;s2m5;18;DDD;DD;D;D
33;s2m5usuario3;D;s2m5usuario11;D;1;-516.790.008.545;0;fix;s2m5;18;DDD;DD;D;D
34;s2m5usuario3;D;s2m5usuario11;D;1;-927.859.997.749;0;fix;s2m5;18;DDD;DD;D;D
35;s2m5usuario3;D;s2m5usuario11;D;1;-823.729.991.913;0;fix;s2m5;18;DDD;DD;D;D
36;s2m5usuario3;C;s2m5usuario11;D;0;-207.859.992.981;0;fix;s2m5;18;DDC;DD;D;D
37;s2m5usuario3;C;s2m5usuario11;D;0;-105.990.004.539;0;fix;s2m5;18;CDC;CD;C;D
38;s2m5usuario3;D;s2m5usuario11;D;1;-17.899.990.081.800.000;0;fix;s2m5;18;CDD;CD;C;D
39;s2m5usuario3;D;s2m5usuario11;D;1;-208.599.996.567;0;fix;s2m5;18;DDD;DD;D;D
40;s2m5usuario3;D;s2m5usuario11;C;4;-515.739.989.281;0;fix;s2m5;18;DDD;DD;D;D
41;s2m5usuario3;C;s2m5usuario11;C;3;-61.930.000.782;0;fix;s2m5;18;DCC;DC;D;C
42;s2m5usuario3;C;s2m5usuario11;C;3;-5187.5;0;fix;s2m5;18;CCC;CC;C;C
43;s2m5usuario3;C;s2m5usuario11;C;3;-14.384.199.857.700.000;0;fix;s2m5;18;CCC;CC;C;C
44;s2m5usuario3;C;s2m5usuario11;C;3;-619.210.004.807;0;fix;s2m5;18;CCC;CC;C;C
45;s2m5usuario3;C;s2m5usuario11;C;3;-312.039.995.193;0;fix;s2m5;18;CCC;CC;C;C
46;s2m5usuario3;C;s2m5usuario11;C;3;-212.998.390.198;0;fix;s2m5;18;CCC;CC;C;C
47;s2m5usuario3;C;s2m5usuario11;C;3;-14.390.599.966;0;fix;s2m5;18;CCC;CC;C;C
48;s2m5usuario3;C;s2m5usuario11;C;3;-72.132.999.897;0;fix;s2m5;18;CCC;CC;C;C
49;s2m5usuario3;C;s2m5usuario11;C;3;-106.170.010.567;0;fix;s2m5;18;CCC;CC;C;C
50;s2m5usuario3;C;s2m5usuario11;C;3;-23.900.032.043.499.900;0;fix;s2m5;18;CCC;CC;C;C
51;s2m5usuario3;C;s2m5usuario11;C;3;-10.732.998.848;0;fix;s2m5;18;CCC;CC;C;C
52;s2m5usuario3;C;s2m5usuario11;C;3;-312.599.992.752;0;fix;s2m5;18;CCC;CC;C;C
53;s2m5usuario3;C;s2m5usuario11;C;3;-312.490.010.262;0;fix;s2m5;18;CCC;CC;C;C
54;s2m5usuario3;C;s2m5usuario11;C;3;-26.299.953.460.700.000;0;fix;s2m5;18;CCC;CC;C;C
55;s2m5usuario3;C;s2m5usuario11;C;3;-208.639.979.362;0;fix;s2m5;18;CCC;CC;C;C
56;s2m5usuario3;C;s2m5usuario11;C;3;-413.069.987.297;0;fix;s2m5;18;CCC;CC;C;C
57;s2m5usuario3;C;s2m5usuario11;C;3;-10.611.000.061;0;fix;s2m5;18;CCC;CC;C;C
58;s2m5usuario3;C;s2m5usuario11;C;3;-209.699.988.365;0;fix;s2m5;18;CCC;CC;C;C
59;s2m5usuario3;C;s2m5usuario11;C;3;-61.861.000.061;0;fix;s2m5;18;CCC;CC;C;C
60;s2m5usuario3;C;s2m5usuario11;D;0;-210.069.990.158;0;fix;s2m5;18;CCC;CC;C;C
61;s2m5usuario3;D;s2m5usuario11;C;4;-106.780.004.501;0;fix;s2m5;18;CDD;CD;C;D
62;s2m5usuario3;C;s2m5usuario11;D;0;-414.089.989.662;0;fix;s2m5;18;DCC;DC;D;C
63;s2m5usuario3;D;s2m5usuario11;D;1;-517.680.001.259;0;fix;s2m5;18;CDD;CD;C;D
64;s2m5usuario3;D;s2m5usuario11;D;1;-517.849.993.706;0;fix;s2m5;18;DDD;DD;D;D
65;s2m5usuario3;D;s2m5usuario11;D;1;-155.769.000.053;0;fix;s2m5;18;DDD;DD;D;D
66;s2m5usuario3;D;s2m5usuario11;D;1;-82.311.000.824;0;fix;s2m5;18;DDD;DD;D;D
67;s2m5usuario3;D;s2m5usuario11;C;4;-517.280.006.409;0;fix;s2m5;18;DDD;DD;D;D
68;s2m5usuario3;C;s2m5usuario11;D;0;-311.940.002.441;0;fix;s2m5;18;DCC;DC;D;C
69;s2m5usuario3;C;s2m5usuario11;D;0;-209.929.990.768;0;fix;s2m5;18;CDC;CD;C;D
70;s2m5usuario3;D;s2m5usuario11;D;1;-311.520.004.272;0;fix;s2m5;18;CDD;CD;C;D
71;s2m5usuario3;D;s2m5usuario11;D;1;-208.850.002.289;0;fix;s2m5;18;DDD;DD;D;D
72;s2m5usuario3;D;s2m5usuario11;C;4;-414.409.995.079;0;fix;s2m5;18;DDD;DD;D;D
73;s2m5usuario3;C;s2m5usuario11;D;0;-413.799.977.303;0;fix;s2m5;18;DCC;DC;D;C
74;s2m5usuario3;D;s2m5usuario11;C;4;-209.139.990.807;0;fix;s2m5;18;CDD;CD;C;D
75;s2m5usuario3;C;s2m5usuario11;D;0;-721.119.999.886;0;fix;s2m5;18;DCC;DC;D;C
76;s2m5usuario3;C;s2m5usuario11;D;0;-312.269.997.597;0;fix;s2m5;18;CDC;CD;C;D
77;s2m5usuario3;D;s2m5usuario11;C;4;-516.650.009.155;0;fix;s2m5;18;CDD;CD;C;D
78;s2m5usuario3;D;s2m5usuario11;D;1;-311.670.017.242;0;fix;s2m5;18;DCD;DC;D;C
79;s2m5usuario3;D;s2m5usuario11;C;4;-208.610.010.147;0;fix;s2m5;18;DDD;DD;D;D
80;s2m5usuario3;D;s2m5usuario11;D;1;-105.970.001.221;0;fix;s2m5;18;DCD;DC;D;C
81;s2m5usuario3;C;s2m5usuario11;D;0;-10.600.001.812;0;fix;s2m5;18;DDC;DD;D;D
82;s2m5usuario3;D;s2m5usuario11;D;1;-7.218.699.932.100.000;0;fix;s2m5;18;CDD;CD;C;D
83;s2m5usuario3;D;s2m5usuario11;C;4;-926.049.995.422;0;fix;s2m5;18;DDD;DD;D;D
84;s2m5usuario3;C;s2m5usuario11;C;3;-20.720.000.267;0;fix;s2m5;18;DCC;DC;D;C
85;s2m5usuario3;C;s2m5usuario11;C;3;-720.080.018.044;0;fix;s2m5;18;CCC;CC;C;C
86;s2m5usuario3;C;s2m5usuario11;C;3;-619.369.983.673;0;fix;s2m5;18;CCC;CC;C;C
87;s2m5usuario3;C;s2m5usuario11;C;3;-31.154.999.733.000.000;0;fix;s2m5;18;CCC;CC;C;C
88;s2m5usuario3;C;s2m5usuario11;C;3;-311.019.992.828;0;fix;s2m5;18;CCC;CC;C;C
89;s2m5usuario3;C;s2m5usuario11;C;3;-413.790.011.406;0;fix;s2m5;18;CCC;CC;C;C
90;s2m5usuario3;C;s2m5usuario11;C;3;-311.520.004.272;0;fix;s2m5;18;CCC;CC;C;C
91;s2m5usuario3;C;s2m5usuario11;C;3;-414.439.988.136;0;fix;s2m5;18;CCC;CC;C;C
92;s2m5usuario3;C;s2m5usuario11;C;3;-12.337.400.198.000.000;0;fix;s2m5;18;CCC;CC;C;C
93;s2m5usuario3;C;s2m5usuario11;C;3;-106.860.017.776;0;fix;s2m5;18;CCC;CC;C;C
94;s2m5usuario3;C;s2m5usuario11;C;3;-414.960.002.899;0;fix;s2m5;18;CCC;CC;C;C
95;s2m5usuario3;C;s2m5usuario11;C;3;-516.359.996.796;0;fix;s2m5;18;CCC;CC;C;C
96;s2m5usuario3;C;s2m5usuario11;C;3;-41.196.000.576;0;fix;s2m5;18;CCC;CC;C;C
97;s2m5usuario3;C;s2m5usuario11;C;3;-311.890.006.065;0;fix;s2m5;18;CCC;CC;C;C
98;s2m5usuario3;C;s2m5usuario11;C;3;-823.040.008.545;0;fix;s2m5;18;CCC;CC;C;C
99;s2m5usuario3;C;s2m5usuario11;C;3;-31.248.998.641.999.900;0;fix;s2m5;18;CCC;CC;C;C
100;s2m5usuario3;C;s2m5usuario11;C;3;167.330.002.785;0;fix;s2m5;18;CCC;CC;C;C
1;s2m5usuario4;D;s2m5usuario9;C;4;-31.033.000.945.999.900;0;fix;s2m5;19;--;--;;
2;s2m5usuario4;D;s2m5usuario9;C;4;-928.069.996.834;0;fix;s2m5;19;DCD;DC;D;C
3;s2m5usuario4;D;s2m5usuario9;C;4;-123.524.000.645;0;fix;s2m5;19;DCD;DC;D;C
4;s2m5usuario4;C;s2m5usuario9;C;3;-14.409.000.158.300.000;0;fix;s2m5;19;DCC;DC;D;C
5;s2m5usuario4;C;s2m5usuario9;C;3;-413.790.011.406;0;fix;s2m5;19;CCC;CC;C;C
6;s2m5usuario4;C;s2m5usuario9;C;3;-123.090.999.126;0;fix;s2m5;19;CCC;CC;C;C
7;s2m5usuario4;C;s2m5usuario9;C;3;-13.373.800.039.299.900;0;fix;s2m5;19;CCC;CC;C;C
8;s2m5usuario4;D;s2m5usuario9;C;4;-822.919.988.632;0;fix;s2m5;19;CCD;CC;C;C
9;s2m5usuario4;D;s2m5usuario9;C;4;-927.150.011.063;0;fix;s2m5;19;DCD;DC;D;C
10;s2m5usuario4;D;s2m5usuario9;D;1;-619.109.988.213;0;fix;s2m5;19;DCD;DC;D;C
11;s2m5usuario4;C;s2m5usuario9;D;0;-312.520.003.319;0;fix;s2m5;19;DDC;DD;D;D
12;s2m5usuario4;D;s2m5usuario9;D;1;-113.141.000.271;0;fix;s2m5;19;CDD;CD;C;D
13;s2m5usuario4;D;s2m5usuario9;D;1;-133.517.999.649;0;fix;s2m5;19;DDD;DD;D;D
14;s2m5usuario4;D;s2m5usuario9;D;1;-618.930.006.027;0;fix;s2m5;19;DDD;DD;D;D
15;s2m5usuario4;C;s2m5usuario9;D;0;-10.276.399.850.799.900;0;fix;s2m5;19;DDC;DD;D;D
16;s2m5usuario4;D;s2m5usuario9;D;1;-516.900.014.877;0;fix;s2m5;19;CDD;CD;C;D
17;s2m5usuario4;D;s2m5usuario9;D;1;-17.432.899.951.900.000;0;fix;s2m5;19;DDD;DD;D;D
18;s2m5usuario4;D;s2m5usuario9;D;1;-51.601.998.806;0;fix;s2m5;19;DDD;DD;D;D
19;s2m5usuario4;D;s2m5usuario9;D;1;-143.771.998.882;0;fix;s2m5;19;DDD;DD;D;D
20;s2m5usuario4;C;s2m5usuario9;D;0;-618.359.994.888;0;fix;s2m5;19;DDC;DD;D;D
21;s2m5usuario4;D;s2m5usuario9;C;4;-243.000.984.192;0;fix;s2m5;19;CDD;CD;C;D
22;s2m5usuario4;D;s2m5usuario9;C;4;-239.999.294.281;0;fix;s2m5;19;DCD;DC;D;C
23;s2m5usuario4;D;s2m5usuario9;C;4;-92.609.000.206;0;fix;s2m5;19;DCD;DC;D;C
24;s2m5usuario4;D;s2m5usuario9;D;1;-720.760.011.673;0;fix;s2m5;19;DCD;DC;D;C
25;s2m5usuario4;D;s2m5usuario9;D;1;-719.249.987.602;0;fix;s2m5;19;DDD;DD;D;D
26;s2m5usuario4;D;s2m5usuario9;D;1;-516.890.001.297;0;fix;s2m5;19;DDD;DD;D;D
27;s2m5usuario4;D;s2m5usuario9;D;1;-413.309.979.439;0;fix;s2m5;19;DDD;DD;D;D
28;s2m5usuario4;D;s2m5usuario9;D;1;-209.239.983.559;0;fix;s2m5;19;DDD;DD;D;D
29;s2m5usuario4;D;s2m5usuario9;D;1;-517.219.996.452;0;fix;s2m5;19;DDD;DD;D;D
30;s2m5usuario4;D;s2m5usuario9;D;1;-209.080.004.692;0;fix;s2m5;19;DDD;DD;D;D
31;s2m5usuario4;D;s2m5usuario9;D;1;-824.349.999.428;0;fix;s2m5;19;DDD;DD;D;D
32;s2m5usuario4;D;s2m5usuario9;D;1;-413.069.987.297;0;fix;s2m5;19;DDD;DD;D;D
33;s2m5usuario4;D;s2m5usuario9;D;1;-517.009.997.368;0;fix;s2m5;19;DDD;DD;D;D
34;s2m5usuario4;D;s2m5usuario9;D;1;-10.271.600.008;0;fix;s2m5;19;DDD;DD;D;D
35;s2m5usuario4;C;s2m5usuario9;C;3;-824.779.987.335;0;fix;s2m5;19;DDC;DD;D;D
36;s2m5usuario4;C;s2m5usuario9;C;3;-208.669.996.262;0;fix;s2m5;19;CCC;CC;C;C
37;s2m5usuario4;C;s2m5usuario9;C;3;-20.922.999.382;0;fix;s2m5;19;CCC;CC;C;C
38;s2m5usuario4;C;s2m5usuario9;C;3;-414.190.006.256;0;fix;s2m5;19;CCC;CC;C;C
39;s2m5usuario4;C;s2m5usuario9;C;3;-209.999.084.473;0;fix;s2m5;19;CCC;CC;C;C
40;s2m5usuario4;C;s2m5usuario9;C;3;-260.000.228.882;0;fix;s2m5;19;CCC;CC;C;C
41;s2m5usuario4;C;s2m5usuario9;C;3;-38.300.037.384;0;fix;s2m5;19;CCC;CC;C;C
42;s2m5usuario4;C;s2m5usuario9;C;3;-414.869.999.886;0;fix;s2m5;19;CCC;CC;C;C
43;s2m5usuario4;C;s2m5usuario9;C;3;-122.948.000.431;0;fix;s2m5;19;CCC;CC;C;C
44;s2m5usuario4;C;s2m5usuario9;C;3;-619.670.009.613;0;fix;s2m5;19;CCC;CC;C;C
45;s2m5usuario4;C;s2m5usuario9;C;3;-211.680.006.981;0;fix;s2m5;19;CCC;CC;C;C
46;s2m5usuario4;C;s2m5usuario9;C;3;-4.137.300.014.500.000;0;fix;s2m5;19;CCC;CC;C;C
47;s2m5usuario4;D;s2m5usuario9;C;4;-143.782.999.516;0;fix;s2m5;19;CCD;CC;C;C
48;s2m5usuario4;C;s2m5usuario9;C;3;-721.950.006.485;0;fix;s2m5;19;DCC;DC;D;C
49;s2m5usuario4;C;s2m5usuario9;C;3;-311.919.999.123;0;fix;s2m5;19;CCC;CC;C;C
50;s2m5usuario4;C;s2m5usuario9;C;3;-208.600.020.409;0;fix;s2m5;19;CCC;CC;C;C
51;s2m5usuario4;C;s2m5usuario9;C;3;-311.559.987.068;0;fix;s2m5;19;CCC;CC;C;C
52;s2m5usuario4;C;s2m5usuario9;C;3;-310.430.002.213;0;fix;s2m5;19;CCC;CC;C;C
53;s2m5usuario4;C;s2m5usuario9;C;3;-208.629.989.624;0;fix;s2m5;19;CCC;CC;C;C
54;s2m5usuario4;C;s2m5usuario9;C;3;-311.529.994.011;0;fix;s2m5;19;CCC;CC;C;C
55;s2m5usuario4;D;s2m5usuario9;C;4;-105.869.984.627;0;fix;s2m5;19;CCD;CC;C;C
56;s2m5usuario4;D;s2m5usuario9;C;4;-413.059.997.559;0;fix;s2m5;19;DCD;DC;D;C
57;s2m5usuario4;D;s2m5usuario9;C;4;-208.870.005.608;0;fix;s2m5;19;DCD;DC;D;C
58;s2m5usuario4;D;s2m5usuario9;C;4;-23.400.068.283.099.900;0;fix;s2m5;19;DCD;DC;D;C
59;s2m5usuario4;D;s2m5usuario9;C;4;-311.950.016.022;0;fix;s2m5;19;DCD;DC;D;C
60;s2m5usuario4;D;s2m5usuario9;C;4;-227.000.713.348;0;fix;s2m5;19;DCD;DC;D;C
61;s2m5usuario4;D;s2m5usuario9;C;4;-311.590.003.967;0;fix;s2m5;19;DCD;DC;D;C
62;s2m5usuario4;D;s2m5usuario9;C;4;-618.939.995.766;0;fix;s2m5;19;DCD;DC;D;C
63;s2m5usuario4;D;s2m5usuario9;C;4;-516.129.994.392;0;fix;s2m5;19;DCD;DC;D;C
64;s2m5usuario4;D;s2m5usuario9;C;4;-619.729.995.728;0;fix;s2m5;19;DCD;DC;D;C
65;s2m5usuario4;D;s2m5usuario9;C;4;-153.733.000.755;0;fix;s2m5;19;DCD;DC;D;C
66;s2m5usuario4;D;s2m5usuario9;C;4;-61.876.001.358;0;fix;s2m5;19;DCD;DC;D;C
67;s2m5usuario4;D;s2m5usuario9;D;1;-515.859.985.352;0;fix;s2m5;19;DCD;DC;D;C
68;s2m5usuario4;D;s2m5usuario9;D;1;-414.210.009.575;0;fix;s2m5;19;DDD;DD;D;D
69;s2m5usuario4;D;s2m5usuario9;D;1;-309.360.003.471;0;fix;s2m5;19;DDD;DD;D;D
70;s2m5usuario4;D;s2m5usuario9;D;1;-31.454.000.473;0;fix;s2m5;19;DDD;DD;D;D
71;s2m5usuario4;D;s2m5usuario9;D;1;-10.664.999.484.999.900;0;fix;s2m5;19;DDD;DD;D;D
72;s2m5usuario4;C;s2m5usuario9;D;0;-313.289.999.962;0;fix;s2m5;19;DDC;DD;D;D
73;s2m5usuario4;D;s2m5usuario9;D;1;-414.170.002.937;0;fix;s2m5;19;CDD;CD;C;D
74;s2m5usuario4;D;s2m5usuario9;D;1;-413.380.002.975;0;fix;s2m5;19;DDD;DD;D;D
75;s2m5usuario4;C;s2m5usuario9;D;0;-102.986.001.968;0;fix;s2m5;19;DDC;DD;D;D
76;s2m5usuario4;C;s2m5usuario9;C;3;-414.999.985.695;0;fix;s2m5;19;CDC;CD;C;D
77;s2m5usuario4;C;s2m5usuario9;C;3;-517.790.007.591;0;fix;s2m5;19;CCC;CC;C;C
78;s2m5usuario4;C;s2m5usuario9;C;3;-310.349.988.937;0;fix;s2m5;19;CCC;CC;C;C
79;s2m5usuario4;C;s2m5usuario9;C;3;-106.420.016.289;0;fix;s2m5;19;CCC;CC;C;C
80;s2m5usuario4;C;s2m5usuario9;C;3;-209.109.997.749;0;fix;s2m5;19;CCC;CC;C;C
81;s2m5usuario4;C;s2m5usuario9;C;3;-513.879.990.578;0;fix;s2m5;19;CCC;CC;C;C
82;s2m5usuario4;C;s2m5usuario9;C;3;-11.328.099.966;0;fix;s2m5;19;CCC;CC;C;C
83;s2m5usuario4;C;s2m5usuario9;C;3;-721.390.008.926;0;fix;s2m5;19;CCC;CC;C;C
84;s2m5usuario4;C;s2m5usuario9;C;3;-414.409.995.079;0;fix;s2m5;19;CCC;CC;C;C
85;s2m5usuario4;C;s2m5usuario9;C;3;-823.689.985.275;0;fix;s2m5;19;CCC;CC;C;C
86;s2m5usuario4;C;s2m5usuario9;C;3;-41.451.997.757;0;fix;s2m5;19;CCC;CC;C;C
87;s2m5usuario4;C;s2m5usuario9;C;3;-311.730.003.357;0;fix;s2m5;19;CCC;CC;C;C
88;s2m5usuario4;C;s2m5usuario9;C;3;-722.070.002.556;0;fix;s2m5;19;CCC;CC;C;C
89;s2m5usuario4;C;s2m5usuario9;C;3;-413.339.996.338;0;fix;s2m5;19;CCC;CC;C;C
90;s2m5usuario4;C;s2m5usuario9;C;3;-20.896.999.836;0;fix;s2m5;19;CCC;CC;C;C
91;s2m5usuario4;C;s2m5usuario9;C;3;-21.800.041.198.699.900;0;fix;s2m5;19;CCC;CC;C;C
92;s2m5usuario4;C;s2m5usuario9;C;3;-123.407.998.085;0;fix;s2m5;19;CCC;CC;C;C
93;s2m5usuario4;C;s2m5usuario9;C;3;-311.039.996.147;0;fix;s2m5;19;CCC;CC;C;C
94;s2m5usuario4;C;s2m5usuario9;C;3;-309.490.013.123;0;fix;s2m5;19;CCC;CC;C;C
95;s2m5usuario4;C;s2m5usuario9;C;3;-515.639.996.529;0;fix;s2m5;19;CCC;CC;C;C
96;s2m5usuario4;C;s2m5usuario9;C;3;-516.050.004.959;0;fix;s2m5;19;CCC;CC;C;C
97;s2m5usuario4;C;s2m5usuario9;C;3;-106.329.989.433;0;fix;s2m5;19;CCC;CC;C;C
98;s2m5usuario4;C;s2m5usuario9;C;3;-92.647.998.333;0;fix;s2m5;19;CCC;CC;C;C
99;s2m5usuario4;C;s2m5usuario9;C;3;-311.239.981.651;0;fix;s2m5;19;CCC;CC;C;C
100;s2m5usuario4;C;s2m5usuario9;C;3;328.640.007.973;0;fix;s2m5;19;CCC;CC;C;C
1;s2m5usuario5;D;s2m5usuario7;C;4;-721.589.994.431;0;fix;s2m5;20;--;--;;
2;s2m5usuario5;D;s2m5usuario7;C;4;-925.710.010.529;0;fix;s2m5;20;DCD;DC;D;C
3;s2m5usuario5;D;s2m5usuario7;D;1;-926.480.007.172;0;fix;s2m5;20;DCD;DC;D;C
4;s2m5usuario5;D;s2m5usuario7;D;1;-102.792.999.744;0;fix;s2m5;20;DDD;DD;D;D
5;s2m5usuario5;C;s2m5usuario7;D;0;-24.599.790.573.099.900;0;fix;s2m5;20;DDC;DD;D;D
6;s2m5usuario5;C;s2m5usuario7;C;3;-133.752.999.306;0;fix;s2m5;20;CDC;CD;C;D
7;s2m5usuario5;C;s2m5usuario7;C;3;-133.237.998.486;0;fix;s2m5;20;CCC;CC;C;C
8;s2m5usuario5;C;s2m5usuario7;D;0;-825.510.001.183;0;fix;s2m5;20;CCC;CC;C;C
9;s2m5usuario5;D;s2m5usuario7;D;1;-720.469.999.313;0;fix;s2m5;20;CDD;CD;C;D
10;s2m5usuario5;D;s2m5usuario7;D;1;-413.409.996.033;0;fix;s2m5;20;DDD;DD;D;D
11;s2m5usuario5;D;s2m5usuario7;D;1;-210.019.993.782;0;fix;s2m5;20;DDD;DD;D;D
12;s2m5usuario5;D;s2m5usuario7;D;1;-413.810.014.725;0;fix;s2m5;20;DDD;DD;D;D
13;s2m5usuario5;D;s2m5usuario7;D;1;-234.999.656.677;0;fix;s2m5;20;DDD;DD;D;D
14;s2m5usuario5;D;s2m5usuario7;D;1;-209.579.992.294;0;fix;s2m5;20;DDD;DD;D;D
15;s2m5usuario5;C;s2m5usuario7;D;0;-413.459.992.409;0;fix;s2m5;20;DDC;DD;D;D
16;s2m5usuario5;C;s2m5usuario7;C;3;-209.459.996.223;0;fix;s2m5;20;CDC;CD;C;D
17;s2m5usuario5;C;s2m5usuario7;C;3;-153.642.997.742;0;fix;s2m5;20;CCC;CC;C;C
18;s2m5usuario5;D;s2m5usuario7;C;4;-209.979.987.144;0;fix;s2m5;20;CCD;CC;C;C
19;s2m5usuario5;D;s2m5usuario7;D;1;-41.443.002.224;0;fix;s2m5;20;DCD;DC;D;C
20;s2m5usuario5;D;s2m5usuario7;D;1;-209.609.985.352;0;fix;s2m5;20;DDD;DD;D;D
21;s2m5usuario5;D;s2m5usuario7;D;1;-236.001.014.709;0;fix;s2m5;20;DDD;DD;D;D
22;s2m5usuario5;D;s2m5usuario7;D;1;-619.370.007.515;0;fix;s2m5;20;DDD;DD;D;D
